Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Naldo,Monaco,BRA,DF,35.0,5.7,0.0,3.0,0.0,0.0,0.69,0.0,0.0,,17.8
Stevan Jovetić,Monaco,MNE,FW,28.0,5.6,2.0,24.0,9.0,37.5,4.32,1.62,0.08,0.22,21.3
Giulian Biancone,Monaco,FRA,DF,18.0,4.9,1.0,2.0,0.0,0.0,0.52,0.0,0.0,,31.7
Julien Serrano,Monaco,FRA,DF,20.0,4.8,0.0,2.0,0.0,0.0,0.58,0.0,0.0,,7.7
Loic Badiashile,Monaco,FRA,GK,20.0,4.3,0.0,0.0,0.0,,0.0,0.0,,,
Almamy Touré,Monaco,MLI,DF,22.0,4.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,,10.8
Ronaël Pierre-Gabriel,Monaco,FRA,DF,20.0,3.9,0.0,0.0,0.0,,0.0,0.0,,,
Romain Faivre,Monaco,FRA,MF,20.0,3.8,0.0,5.0,2.0,40.0,2.5,1.0,0.0,0.0,13.8
Jordi Mboula,Monaco,ESP,MF,19.0,3.7,0.0,10.0,2.0,20.0,2.69,0.54,0.0,0.0,14.5
Kévin N'Doram,Monaco,FRA,MF,22.0,3.2,0.0,2.0,1.0,50.0,0.63,0.32,0.0,0.0,19.4
Adama Traoré,Monaco,MLI,"FW,MF",23.0,2.9,0.0,6.0,1.0,16.7,2.06,0.34,0.0,0.0,21.1
Han-Noah Massengo,Monaco,FRA,MF,17.0,2.7,0.0,1.0,0.0,0.0,0.37,0.0,0.0,,28.2
Seydou Sy,Monaco,SEN,GK,22.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,
William Vainqueur,Monaco,FRA,MF,29.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Khéphren Thuram,Monaco,FRA,MF,17.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Jonathan Panzo,Monaco,ENG,DF,17.0,1.0,0.0,,,,,,,,
Wilson Isidor,Monaco,FRA,FW,17.0,0.9,0.0,3.0,0.0,0.0,5.74,0.0,0.0,,23.2
Pietro Pellegri,Monaco,ITA,"FW,MF",17.0,0.9,1.0,1.0,1.0,100.0,1.1,1.1,1.0,1.0,14.6
Keita Baldé,Monaco,SEN,"FW,MF",23.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,
Gobe Gouano,Monaco,FRA,FW,17.0,0.3,0.0,2.0,0.0,0.0,6.0,0.0,0.0,,25.2
Willem Geubbels,Monaco,FRA,MF,16.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Oussama Haddadi,Dijon,TUN,DF,26.0,2.0,,,,,,,,,
Jordan Marié,Dijon,FRA,MF,26.0,2.0,,,,,,,,,
Naïm Sliti,Dijon,TUN,"MF,FW",26.0,2.0,,,,,,,,,
Cédric Yamberé,Dijon,CTA,"MF,DF",27.0,2.0,,,,,,,,,
Wesley Saïd,Dijon,FRA,"MF,FW",23.0,1.7,,,,,,,,,
Romain Amalfitano,Dijon,FRA,MF,28.0,1.7,,,,,,,,,
Benjamin Jeannot,Dijon,FRA,FW,26.0,1.5,,,,,,,,,
Fouad Chafik,Dijon,MAR,DF,31.0,1.1,,,,,,,,,
Florent Balmont,Dijon,FRA,MF,38.0,1.1,,,,,,,,,
Rúnar Alex Rúnarsson,Dijon,ISL,GK,23.0,1.0,,,,,,,,,
Bobby Allain,Dijon,FRA,GK,26.0,1.0,,,,,,,,,
Mickaël Alphonse,Dijon,GLP,DF,29.0,1.0,,,,,,,,,
Senou Coulibaly,Dijon,MLI,DF,23.0,1.0,,,,,,,,,
Valentin Rosier,Dijon,FRA,DF,21.0,0.9,,,,,,,,,
Nayef Aguerd,Dijon,MAR,DF,22.0,0.8,,,,,,,,,
Júlio Tavares,Dijon,CPV,FW,29.0,0.8,,,,,,,,,
Kwon Chang-hoon,Dijon,KOR,"FW,MF",24.0,0.2,,,,,,,,,
Wesley Lautoa,Dijon,NCL,"DF,MF",30.0,0.2,,,,,,,,,
Yoël Armougom,Caen,FRA,MF,20.0,1.0,,,,,,,,,
Alexander Djiku,Caen,GHA,DF,23.0,1.0,,,,,,,,,
Jonathan Gradit,Caen,FRA,DF,25.0,1.0,,,,,,,,,
Frederic Guilbert,Caen,FRA,DF,23.0,1.0,,,,,,,,,
Saîf-Eddine Khaoui,Caen,TUN,MF,23.0,1.0,,,,,,,,,
Adama Mbengue,Caen,SEN,DF,24.0,1.0,,,,,,,,,
Baissama Sankoh,Caen,GUI,MF,26.0,1.0,,,,,,,,,
Erwin Zelazny,Caen,FRA,GK,26.0,1.0,,,,,,,,,
Fayçal Fajr,Caen,MAR,MF,29.0,0.9,,,,,,,,,
Yacine Bammou,Caen,MAR,MF,26.0,0.8,,,,,,,,,
Enzo Crivelli,Caen,FRA,FW,23.0,0.7,,,,,,,,,
Malik Tchokounté,Caen,FRA,FW,29.0,0.3,,,,,,,,,
Casimir Ninga,Caen,CHA,"FW,MF",25.0,0.2,,,,,,,,,
Jessy Deminguet,Caen,FRA,MF,20.0,0.1,,,,,,,,,
Lebogang Phiri,Guingamp,RSA,MF,23.0,6.3,,,,,,,,,
Cheick Traoré,Guingamp,MLI,DF,23.0,6.0,,,,,,,,,
Félix Eboa Eboa,Guingamp,CMR,DF,21.0,5.0,,,,,,,,,
Marcus Coco,Guingamp,FRA,"MF,FW",22.0,5.0,,,,,,,,,
Pedro Rebocho,Guingamp,POR,DF,23.0,4.5,,,,,,,,,
Christophe Kerbrat,Guingamp,FRA,DF,31.0,4.2,,,,,,,,,
Marc-Aurèle Caillard,Guingamp,FRA,GK,24.0,4.3,,,,,,,,,
Ludovic Blas,Guingamp,FRA,MF,20.0,3.8,,,,,,,,,
Marcus Thuram,Guingamp,FRA,MF,20.0,3.7,,,,,,,,,
Yeni Ngbakoto,Guingamp,COD,"MF,FW",26.0,2.9,,,,,,,,,
Alexandre Mendy,Guingamp,GNB,FW,24.0,2.9,,,,,,,,,
Guessouma Fofana,Guingamp,MTN,MF,25.0,2.7,,,,,,,,,
Franck Tabanou,Guingamp,FRA,DF,29.0,2.7,,,,,,,,,
Karl-Johan Johnsson,Guingamp,SWE,GK,28.0,2.0,,,,,,,,,
Didier Ibrahim Ndong,Guingamp,GAB,MF,24.0,1.8,,,,,,,,,
Nicolas Benezet,Guingamp,FRA,"MF,FW",27.0,1.7,,,,,,,,,
Jérémy Sorbon,Guingamp,FRA,DF,34.0,2.2,,,,,,,,,
Étienne Didot,Guingamp,FRA,MF,35.0,1.8,,,,,,,,,
Ronny Rodelin,Guingamp,FRA,FW,28.0,1.4,,,,,,,,,
Djégui Koita,Guingamp,FRA,DF,18.0,1.3,,,,,,,,,
Nolan Roux,Guingamp,FRA,FW,30.0,1.2,,,,,,,,,
Lucas Deaux,Guingamp,FRA,MF,29.0,1.0,,,,,,,,,
Nathaël Julan,Guingamp,FRA,FW,22.0,1.2,,,,,,,,,
Jordan Ikoko,Guingamp,COD,DF,24.0,0.3,,,,,,,,,
