Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Sergio Romero,Manchester United,ARG,GK,31.0,5.7,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Marcos Rojo,Manchester United,ARG,DF,28.0,2.9,2,0,0,3.0,2.0,0.0,4.0,6.0,4.0,0.0,0.0,1,12.0,4.0,1.0,80.0
Mason Greenwood,Manchester United,ENG,MF,16.0,1.3,0,0,0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0,5.0,0.0,3.0,0.0
Tahith Chong,Manchester United,NED,MF,18.0,0.9,1,0,0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3.0,0.0,1.0,0.0
Lee Grant,Manchester United,ENG,GK,35.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Conor Coady,Wolverhampton Wanderers,ENG,DF,25.0,46.7,6,0,0,16.0,9.0,0.0,0.0,35.0,21.0,0.0,0.0,3,251.0,32.0,23.0,58.2
Matt Doherty,Wolverhampton Wanderers,IRL,"DF,MF",26.0,41.3,5,0,0,35.0,24.0,4.0,72.0,63.0,46.0,2.0,0.0,1,166.0,145.0,101.0,58.9
Willy Boly,Wolverhampton Wanderers,CIV,DF,27.0,40.5,3,1,0,32.0,14.0,3.0,1.0,81.0,58.0,0.0,0.0,0,213.0,136.0,62.0,68.7
Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,27.0,39.3,4,0,0,49.0,42.0,36.0,31.0,29.0,20.0,1.0,0.0,0,139.0,77.0,104.0,42.5
Ryan Bennett,Wolverhampton Wanderers,ENG,DF,28.0,38.9,12,0,0,40.0,13.0,1.0,1.0,46.0,32.0,0.0,2.0,0,133.0,119.0,93.0,56.1
João Moutinho,Wolverhampton Wanderers,POR,MF,31.0,38.2,5,0,0,64.0,41.0,0.0,222.0,47.0,72.0,0.0,1.0,0,264.0,19.0,40.0,32.2
Rúben Neves,Wolverhampton Wanderers,POR,MF,21.0,37.5,10,0,0,43.0,18.0,0.0,27.0,79.0,37.0,0.0,0.0,0,286.0,28.0,35.0,44.4
Rui Patrício,Wolverhampton Wanderers,POR,GK,30.0,37.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,36.0,6.0,1.0,85.7
Jonny Castro,Wolverhampton Wanderers,ESP,"DF,MF",24.0,36.6,6,0,0,25.0,39.0,5.0,51.0,65.0,45.0,1.0,0.0,0,171.0,38.0,50.0,43.2
Diogo Jota,Wolverhampton Wanderers,POR,"FW,MF",21.0,29.4,12,0,0,45.0,65.0,9.0,41.0,15.0,16.0,0.0,0.0,0,138.0,27.0,68.0,28.4
Leander Dendoncker,Wolverhampton Wanderers,BEL,MF,23.0,23.6,1,0,0,20.0,17.0,1.0,11.0,29.0,27.0,0.0,1.0,0,92.0,56.0,53.0,51.4
Romain Saïss,Wolverhampton Wanderers,MAR,"MF,DF",28.0,20.4,8,0,0,37.0,14.0,0.0,9.0,34.0,33.0,0.0,0.0,0,82.0,57.0,28.0,67.1
Hélder Costa,Wolverhampton Wanderers,ANG,"FW,MF",24.0,17.0,3,0,0,23.0,26.0,8.0,52.0,10.0,14.0,1.0,0.0,0,76.0,10.0,35.0,22.2
Adama Traoré,Wolverhampton Wanderers,ESP,"FW,MF",22.0,14.5,1,0,0,26.0,39.0,6.0,47.0,6.0,13.0,0.0,0.0,0,54.0,22.0,35.0,38.6
Morgan Gibbs-White,Wolverhampton Wanderers,ENG,"MF,FW",18.0,11.6,2,0,0,10.0,11.0,2.0,38.0,1.0,4.0,0.0,0.0,0,42.0,12.0,18.0,40.0
Rúben Vinagre,Wolverhampton Wanderers,POR,"DF,MF",19.0,11.4,1,0,0,14.0,9.0,2.0,63.0,14.0,12.0,0.0,0.0,0,54.0,9.0,17.0,34.6
Ivan Cavaleiro,Wolverhampton Wanderers,POR,"FW,MF",24.0,11.1,1,0,0,19.0,7.0,7.0,70.0,4.0,4.0,0.0,1.0,0,31.0,9.0,22.0,29.0
John Ruddy,Wolverhampton Wanderers,ENG,GK,31.0,9.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Léo Bonatini,Wolverhampton Wanderers,BRA,FW,24.0,3.3,0,0,0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0,11.0,1.0,3.0,25.0
Kortney Hause,Wolverhampton Wanderers,ENG,DF,23.0,2.3,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Ryan John Giles,Wolverhampton Wanderers,ENG,"DF,MF",18.0,0.8,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,,,,
Elliot Watt,Wolverhampton Wanderers,SCO,MF,18.0,0.7,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Bernard Ashley-Seal,Wolverhampton Wanderers,ENG,FW,19.0,0.5,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Pedro Gonçalves,Wolverhampton Wanderers,POR,MF,22.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Niall Ennis,Wolverhampton Wanderers,ENG,FW,19.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Jordan Pickford,Everton,ENG,GK,24.0,40.0,1,0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19.0,11.0,1.0,91.7
Gylfi Sigurðsson,Everton,ISL,MF,28.0,37.2,3,0,0,37.0,39.0,3.0,206.0,31.0,38.0,0.0,0.0,0,157.0,19.0,40.0,32.2
Michael Keane,Everton,ENG,DF,25.0,35.3,2,0,0,23.0,7.0,0.0,4.0,44.0,26.0,0.0,0.0,0,161.0,191.0,122.0,61.0
Lucas Digne,Everton,FRA,DF,25.0,34.9,6,1,0,42.0,33.0,2.0,288.0,61.0,46.0,0.0,0.0,1,181.0,87.0,43.0,66.9
Idrissa Gana Gueye,Everton,SEN,MF,28.0,33.4,7,0,0,55.0,41.0,0.0,13.0,75.0,95.0,0.0,1.0,0,254.0,32.0,35.0,47.8
Kurt Zouma,Everton,FRA,DF,23.0,32.9,4,1,1,23.0,18.0,2.0,2.0,56.0,23.0,0.0,0.0,0,158.0,98.0,51.0,65.8
Richarlison,Everton,BRA,"FW,MF",21.0,31.4,5,1,0,33.0,75.0,17.0,50.0,17.0,34.0,2.0,0.0,0,162.0,66.0,150.0,30.6
Séamus Coleman,Everton,IRL,DF,29.0,29.4,1,0,0,25.0,22.0,3.0,89.0,26.0,25.0,0.0,1.0,1,169.0,44.0,31.0,58.7
Bernard,Everton,BRA,"FW,MF",25.0,25.8,5,0,0,18.0,28.0,2.0,53.0,28.0,31.0,0.0,0.0,0,180.0,3.0,13.0,18.8
Theo Walcott,Everton,ENG,"FW,MF",29.0,24.4,1,0,0,11.0,27.0,19.0,53.0,22.0,17.0,0.0,0.0,0,112.0,14.0,45.0,23.7
André Gomes,Everton,POR,MF,25.0,23.5,7,0,0,53.0,28.0,0.0,18.0,21.0,23.0,0.0,0.0,0,178.0,35.0,32.0,52.2
Dominic Calvert-Lewin,Everton,ENG,FW,21.0,22.0,3,0,0,42.0,35.0,8.0,8.0,8.0,7.0,1.0,0.0,0,61.0,110.0,146.0,43.0
Cenk Tosun,Everton,TUR,FW,27.0,14.1,4,0,0,19.0,17.0,10.0,4.0,5.0,9.0,0.0,0.0,0,40.0,35.0,56.0,38.5
Tom Davies,Everton,ENG,MF,20.0,13.7,3,0,0,21.0,20.0,1.0,10.0,16.0,18.0,0.0,0.0,0,67.0,8.0,17.0,32.0
Jonjoe Kenny,Everton,ENG,DF,21.0,12.1,2,0,0,12.0,1.0,0.0,21.0,18.0,20.0,0.0,0.0,0,52.0,23.0,11.0,67.6
Yerry Mina,Everton,COL,DF,23.0,11.4,3,0,0,15.0,6.0,2.0,0.0,9.0,9.0,1.0,0.0,0,41.0,38.0,26.0,59.4
Morgan Schneiderlin,Everton,FRA,MF,28.0,10.2,3,0,0,22.0,8.0,0.0,2.0,15.0,16.0,0.0,0.0,0,71.0,19.0,16.0,54.3
Ademola Lookman,Everton,NGA,"FW,MF",20.0,9.4,0,0,0,12.0,22.0,2.0,17.0,9.0,9.0,0.0,0.0,0,41.0,6.0,5.0,54.5
Leighton Baines,Everton,ENG,DF,33.0,6.5,0,0,0,2.0,1.0,1.0,30.0,3.0,9.0,0.0,2.0,0,15.0,2.0,3.0,40.0
Mason Holgate,Everton,ENG,DF,21.0,5.5,1,0,0,3.0,8.0,1.0,0.0,3.0,4.0,0.0,0.0,0,21.0,14.0,16.0,46.7
Phil Jagielka,Everton,ENG,DF,35.0,3.7,0,1,0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0,14.0,14.0,15.0,48.3
Oumar Niasse,Everton,SEN,FW,28.0,2.3,0,0,0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,3.0,3.0,3.0,50.0
Maarten Stekelenburg,Everton,NED,GK,35.0,2.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Kieran Dowell,Everton,ENG,"FW,MF",20.0,1.5,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,,,,
Wilfred Ndidi,Leicester City,NGA,MF,21.0,39.3,8,0,0,49.0,25.0,3.0,13.0,86.0,100.0,0.0,0.0,0,324.0,128.0,107.0,54.5
Kasper Schmeichel,Leicester City,DEN,GK,31.0,38.0,3,0,0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0,38.0,10.0,1.0,90.9
Ricardo Pereira,Leicester City,POR,"DF,FW",24.0,36.5,7,0,0,41.0,51.0,2.0,106.0,60.0,67.0,1.0,1.0,0,216.0,66.0,73.0,47.5
Ben Chilwell,Leicester City,ENG,DF,21.0,36.0,4,0,0,32.0,44.0,2.0,132.0,38.0,29.0,0.0,0.0,0,185.0,108.0,71.0,60.3
James Maddison,Leicester City,ENG,"MF,FW",21.0,32.7,4,1,1,26.0,81.0,2.0,211.0,12.0,32.0,2.0,0.0,0,126.0,11.0,34.0,24.4
Jamie Vardy,Leicester City,ENG,FW,31.0,32.3,3,1,0,19.0,19.0,39.0,28.0,6.0,8.0,2.0,0.0,0,47.0,67.0,105.0,39.0
Harry Maguire,Leicester City,ENG,DF,25.0,30.2,6,1,0,20.0,16.0,4.0,2.0,37.0,18.0,0.0,0.0,0,195.0,118.0,33.0,78.1
Jonny Evans,Leicester City,NIR,DF,30.0,26.8,4,0,0,26.0,23.0,0.0,1.0,34.0,13.0,0.0,1.0,0,113.0,72.0,37.0,66.1
Demarai Gray,Leicester City,JAM,"FW,MF",22.0,26.2,2,0,0,15.0,18.0,3.0,62.0,10.0,12.0,0.0,0.0,0,99.0,11.0,33.0,25.0
Wes Morgan,Leicester City,JAM,DF,34.0,24.4,4,2,2,19.0,6.0,3.0,0.0,33.0,15.0,0.0,0.0,0,79.0,93.0,42.0,68.9
Nampalys Mendy,Leicester City,SEN,MF,26.0,23.9,5,0,0,22.0,37.0,0.0,3.0,26.0,18.0,0.0,1.0,0,145.0,8.0,15.0,34.8
Marc Albrighton,Leicester City,ENG,"FW,MF",28.0,22.5,3,0,0,11.0,26.0,2.0,144.0,24.0,26.0,0.0,1.0,0,141.0,15.0,18.0,45.5
Kelechi Iheanacho,Leicester City,NGA,"FW,MF",21.0,14.2,2,0,0,18.0,10.0,13.0,8.0,2.0,6.0,1.0,0.0,0,34.0,14.0,36.0,28.0
Youri Tielemans,Leicester City,BEL,MF,21.0,12.1,2,0,0,10.0,15.0,0.0,16.0,5.0,8.0,0.0,0.0,0,75.0,10.0,9.0,52.6
Rachid Ghezzal,Leicester City,ALG,"FW,MF",26.0,12.0,3,0,0,15.0,11.0,1.0,71.0,7.0,6.0,0.0,0.0,0,50.0,10.0,7.0,58.8
Harvey Barnes,Leicester City,ENG,"MF,FW",20.0,11.2,0,0,0,7.0,7.0,2.0,23.0,3.0,6.0,0.0,0.0,0,41.0,7.0,8.0,46.7
Hamza Choudhury,Leicester City,ENG,MF,20.0,9.4,0,0,0,8.0,3.0,0.0,4.0,19.0,13.0,0.0,0.0,0,33.0,5.0,6.0,45.5
Christian Fuchs,Leicester City,AUT,DF,32.0,8.3,0,0,0,8.0,4.0,0.0,24.0,4.0,7.0,0.0,0.0,0,17.0,3.0,3.0,50.0
Daniel Amartey,Leicester City,GHA,DF,23.0,8.1,2,0,0,6.0,3.0,1.0,3.0,17.0,12.0,0.0,1.0,0,58.0,14.0,9.0,60.9
Çağlar Söyüncü,Leicester City,TUR,DF,22.0,6.8,1,0,0,10.0,3.0,0.0,3.0,9.0,2.0,0.0,1.0,0,20.0,16.0,6.0,72.7
Danny Simpson,Leicester City,ENG,DF,31.0,6.6,0,0,0,5.0,0.0,2.0,4.0,9.0,6.0,0.0,0.0,0,14.0,8.0,6.0,57.1
Shinji Okazaki,Leicester City,JPN,"MF,FW",32.0,6.0,1,0,0,8.0,8.0,3.0,0.0,2.0,5.0,0.0,0.0,0,8.0,8.0,13.0,38.1
Danny Ward,Leicester City,WAL,GK,25.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Vicente Iborra,Leicester City,ESP,MF,30.0,5.5,1,0,0,12.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0,0,22.0,8.0,3.0,72.7
Adrien Silva,Leicester City,POR,MF,29.0,3.6,0,0,0,7.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0,5.0,0.0,2.0,0.0
Fousseni Diabaté,Leicester City,MLI,FW,22.0,1.6,0,0,0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,33.3
Matty James,Leicester City,ENG,MF,27.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,,,,
Łukasz Fabiański,West Ham United,POL,GK,33.0,38.0,0,0,0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0,31.0,9.0,2.0,81.8
Issa Diop,West Ham United,FRA,DF,21.0,38.0,5,0,0,24.0,18.0,3.0,0.0,67.0,40.0,0.0,0.0,1,172.0,75.0,49.0,60.5
Declan Rice,West Ham United,ENG,MF,19.0,37.3,4,0,0,17.0,7.0,1.0,4.0,57.0,64.0,0.0,0.0,0,287.0,54.0,41.0,56.8
Felipe Anderson,West Ham United,BRA,"MF,FW",25.0,35.4,3,0,0,29.0,55.0,6.0,135.0,41.0,50.0,0.0,1.0,0,227.0,9.0,26.0,25.7
Robert Snodgrass,West Ham United,SCO,MF,30.0,28.5,10,0,0,39.0,56.0,3.0,213.0,12.0,28.0,0.0,1.0,0,133.0,25.0,35.0,41.7
Michail Antonio,West Ham United,JAM,"MF,FW",28.0,27.1,3,0,0,38.0,47.0,11.0,58.0,19.0,14.0,2.0,0.0,0,114.0,79.0,103.0,43.4
Mark Noble,West Ham United,ENG,MF,31.0,26.5,6,1,0,23.0,39.0,1.0,24.0,22.0,26.0,0.0,0.0,0,189.0,8.0,8.0,50.0
Angelo Ogbonna,West Ham United,ITA,DF,30.0,25.8,2,0,0,18.0,9.0,0.0,0.0,38.0,14.0,0.0,0.0,0,93.0,79.0,36.0,68.7
Pablo Zabaleta,West Ham United,ARG,DF,33.0,24.2,4,0,0,17.0,31.0,2.0,55.0,50.0,30.0,0.0,0.0,0,120.0,47.0,50.0,48.5
Marko Arnautović,West Ham United,AUT,FW,29.0,22.7,3,0,0,31.0,13.0,21.0,20.0,3.0,5.0,0.0,1.0,0,48.0,22.0,24.0,47.8
Arthur Masuaku,West Ham United,COD,DF,24.0,22.6,3,0,0,18.0,7.0,0.0,43.0,39.0,30.0,0.0,0.0,0,146.0,21.0,20.0,51.2
Fabián Balbuena,West Ham United,PAR,DF,26.0,22.4,2,0,0,19.0,4.0,0.0,1.0,53.0,20.0,0.0,1.0,0,102.0,69.0,60.0,53.5
Aaron Cresswell,West Ham United,ENG,DF,28.0,19.7,1,0,0,2.0,12.0,1.0,86.0,23.0,16.0,0.0,0.0,0,85.0,25.0,18.0,58.1
Javier Hernández,West Ham United,MEX,FW,30.0,17.5,2,0,0,11.0,36.0,12.0,14.0,1.0,0.0,2.0,0.0,0,32.0,12.0,26.0,31.6
Pedro Obiang,West Ham United,EQG,MF,26.0,15.7,1,0,0,22.0,13.0,2.0,8.0,13.0,28.0,0.0,0.0,0,73.0,15.0,20.0,42.9
Ryan Fredericks,West Ham United,ENG,DF,25.0,14.6,6,0,0,11.0,14.0,1.0,24.0,13.0,23.0,0.0,1.0,0,51.0,20.0,12.0,62.5
Grady Diangana,West Ham United,COD,"MF,FW",20.0,10.3,0,0,0,4.0,16.0,4.0,20.0,1.0,13.0,0.0,0.0,0,38.0,7.0,20.0,25.9
Lucas Pérez,West Ham United,ESP,"FW,MF",29.0,8.0,0,0,0,5.0,4.0,5.0,9.0,2.0,4.0,0.0,0.0,0,22.0,3.0,14.0,17.6
Manuel Lanzini,West Ham United,ARG,MF,25.0,7.6,2,0,0,5.0,7.0,0.0,16.0,9.0,7.0,1.0,0.0,0,48.0,3.0,11.0,21.4
Andy Carroll,West Ham United,ENG,FW,29.0,6.4,2,0,0,12.0,10.0,3.0,2.0,1.0,3.0,0.0,0.0,0,14.0,46.0,40.0,53.5
Andriy Yarmolenko,West Ham United,UKR,"MF,FW",28.0,6.1,2,0,0,9.0,9.0,2.0,12.0,3.0,3.0,0.0,0.0,0,29.0,3.0,3.0,50.0
Adrián,West Ham United,ESP,GK,31.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Jack Wilshere,West Ham United,ENG,MF,26.0,4.4,2,0,0,7.0,12.0,0.0,2.0,7.0,4.0,0.0,0.0,0,27.0,3.0,0.0,100.0
Samir Nasri,West Ham United,FRA,MF,31.0,3.4,0,0,0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0,9.0,0.0,1.0,0.0
Carlos Sánchez,West Ham United,COL,MF,32.0,2.8,0,0,0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0,13.0,1.0,0.0,100.0
Xande Silva,West Ham United,POR,FW,21.0,1.1,0,0,0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,50.0
Ben Johnson,West Ham United,ENG,DF,18.0,0.7,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Craig Cathcart,Watford,NIR,DF,29.0,40.1,3,0,0,18.0,11.0,0.0,5.0,43.0,35.0,0.0,0.0,2,160.0,86.0,79.0,52.1
Ben Foster,Watford,ENG,GK,35.0,38.0,1,0,0,2.0,9.0,0.0,1.0,2.0,2.0,0.0,2.0,0,64.0,13.0,0.0,100.0
Abdoulaye Doucouré,Watford,MLI,MF,25.0,37.6,9,0,0,41.0,14.0,2.0,16.0,35.0,40.0,0.0,0.0,1,257.0,40.0,36.0,52.6
Étienne Capoue,Watford,FRA,MF,30.0,37.6,15,1,0,58.0,58.0,0.0,7.0,95.0,62.0,0.0,0.0,0,256.0,63.0,49.0,56.3
Roberto Pereyra,Watford,ARG,MF,27.0,34.3,3,0,0,29.0,41.0,3.0,45.0,26.0,17.0,1.0,0.0,0,185.0,4.0,19.0,17.4
Troy Deeney,Watford,ENG,FW,30.0,32.8,4,1,0,47.0,44.0,14.0,18.0,7.0,19.0,1.0,0.0,0,91.0,202.0,225.0,47.3
Will Hughes,Watford,ENG,MF,23.0,32.8,5,0,0,69.0,89.0,1.0,30.0,27.0,51.0,0.0,0.0,0,160.0,22.0,37.0,37.3
José Holebas,Watford,GRE,DF,34.0,30.2,13,1,0,37.0,14.0,2.0,236.0,23.0,43.0,0.0,0.0,0,134.0,61.0,40.0,60.4
Kiko Femenía,Watford,ESP,DF,27.0,27.7,2,0,0,15.0,17.0,3.0,80.0,38.0,35.0,0.0,1.0,0,128.0,12.0,12.0,50.0
Adrian Mariappa,Watford,JAM,DF,31.0,27.3,4,0,0,22.0,5.0,1.0,1.0,27.0,26.0,0.0,0.0,0,77.0,61.0,55.0,52.6
Gerard Deulofeu,Watford,ESP,"FW,MF",24.0,25.2,3,0,0,14.0,15.0,34.0,71.0,14.0,8.0,0.0,0.0,0,71.0,3.0,18.0,14.3
Daryl Janmaat,Watford,NED,DF,29.0,20.0,4,0,0,18.0,2.0,1.0,70.0,36.0,32.0,0.0,0.0,0,103.0,20.0,13.0,60.6
Christian Kabasele,Watford,BEL,DF,27.0,18.7,4,2,1,23.0,16.0,0.0,2.0,43.0,15.0,0.0,3.0,0,60.0,60.0,43.0,58.3
Andre Gray,Watford,JAM,FW,27.0,18.5,2,0,0,14.0,9.0,20.0,11.0,2.0,2.0,0.0,0.0,0,22.0,17.0,52.0,24.6
Adam Masina,Watford,MAR,DF,24.0,16.2,6,0,0,20.0,13.0,1.0,39.0,21.0,21.0,0.0,0.0,0,52.0,22.0,15.0,59.5
Isaac Success,Watford,NGA,"FW,MF",22.0,16.1,5,0,0,30.0,63.0,14.0,16.0,3.0,14.0,0.0,0.0,0,60.0,31.0,59.0,34.4
Ken Sema,Watford,SWE,"MF,FW",24.0,11.1,1,0,0,16.0,13.0,2.0,19.0,10.0,10.0,0.0,0.0,0,33.0,20.0,18.0,52.6
Heurelho Gomes,Watford,BRA,GK,37.0,8.7,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Domingos Quina,Watford,POR,MF,18.0,8.1,0,0,0,14.0,14.0,0.0,5.0,4.0,10.0,0.0,0.0,0,30.0,2.0,8.0,20.0
Tom Cleverley,Watford,ENG,MF,28.0,7.5,2,0,0,8.0,4.0,2.0,9.0,6.0,12.0,0.0,0.0,0,37.0,4.0,9.0,30.8
Nathaniel Chalobah,Watford,ENG,MF,23.0,7.2,3,0,0,11.0,9.0,0.0,1.0,7.0,4.0,0.0,0.0,0,19.0,4.0,4.0,50.0
Miguel Britos,Watford,URU,DF,33.0,5.1,1,0,0,4.0,3.0,0.0,2.0,9.0,5.0,0.0,0.0,0,13.0,5.0,2.0,71.4
Ben Wilmot,Watford,ENG,"MF,DF",18.0,4.6,1,0,0,4.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0,3.0,0.0,0.0,
Marc Navarro,Watford,ESP,DF,23.0,2.9,1,0,0,3.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,0,4.0,0.0,2.0,0.0
Sebastian Prödl,Watford,AUT,DF,31.0,1.1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Luka Milivojević,Crystal Palace,SRB,MF,27.0,40.4,11,0,0,64.0,42.0,0.0,198.0,76.0,73.0,0.0,0.0,0,194.0,54.0,37.0,59.3
Andros Townsend,Crystal Palace,ENG,"FW,MF",27.0,39.5,1,0,0,12.0,62.0,9.0,197.0,42.0,39.0,1.0,0.0,0,193.0,4.0,12.0,25.0
Aaron Wan-Bissaka,Crystal Palace,ENG,DF,20.0,38.6,4,1,0,28.0,19.0,2.0,68.0,85.0,92.0,0.0,1.0,0,206.0,43.0,30.0,58.9
Patrick van Aanholt,Crystal Palace,NED,DF,27.0,38.4,3,0,0,13.0,18.0,10.0,44.0,42.0,24.0,0.0,1.0,0,216.0,10.0,12.0,45.5
Wilfried Zaha,Crystal Palace,CIV,FW,25.0,35.7,10,1,1,50.0,108.0,17.0,41.0,11.0,21.0,6.0,0.0,0,135.0,9.0,34.0,20.9
James McArthur,Crystal Palace,SCO,MF,30.0,35.0,7,0,0,64.0,40.0,2.0,16.0,41.0,52.0,0.0,1.0,0,216.0,47.0,56.0,45.6
James Tomkins,Crystal Palace,ENG,DF,29.0,29.4,5,0,0,16.0,13.0,1.0,1.0,34.0,22.0,0.0,0.0,0,112.0,91.0,88.0,50.8
Mamadou Sakho,Crystal Palace,FRA,DF,28.0,26.8,2,0,0,5.0,13.0,0.0,0.0,41.0,16.0,0.0,2.0,0,192.0,49.0,37.0,57.0
Cheikhou Kouyaté,Crystal Palace,SEN,MF,28.0,26.1,3,0,0,41.0,24.0,3.0,11.0,23.0,36.0,1.0,0.0,0,113.0,62.0,71.0,46.6
Jeffrey Schlupp,Crystal Palace,GHA,"MF,FW",25.0,25.2,1,0,0,36.0,19.0,3.0,25.0,24.0,25.0,1.0,0.0,0,90.0,53.0,59.0,47.3
Vicente Guaita,Crystal Palace,ESP,GK,31.0,23.5,2,0,0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0,6.0,0.0,100.0
Max Meyer,Crystal Palace,GER,MF,22.0,22.6,3,0,0,14.0,30.0,1.0,36.0,18.0,22.0,1.0,0.0,0,89.0,4.0,16.0,20.0
Wayne Hennessey,Crystal Palace,WAL,GK,31.0,19.5,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,10.0,0.0,100.0
Martin Kelly,Crystal Palace,ENG,DF,28.0,19.0,2,0,0,6.0,1.0,0.0,5.0,14.0,15.0,0.0,0.0,1,42.0,35.0,26.0,57.4
Jordan Ayew,Crystal Palace,GHA,FW,26.0,14.8,3,0,0,35.0,28.0,9.0,15.0,7.0,24.0,0.0,0.0,0,41.0,32.0,89.0,26.4
Joel Ward,Crystal Palace,ENG,DF,28.0,10.5,1,0,0,10.0,9.0,1.0,14.0,13.0,9.0,0.0,0.0,0,31.0,18.0,14.0,56.3
Scott Dann,Crystal Palace,ENG,DF,31.0,10.4,1,0,0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0,29.0,26.0,16.0,61.9
Michy Batshuayi,Crystal Palace,BEL,FW,24.0,10.2,0,0,0,9.0,2.0,13.0,1.0,3.0,1.0,0.0,0.0,0,30.0,12.0,31.0,27.9
Christian Benteke,Crystal Palace,BEL,FW,27.0,9.5,2,0,0,19.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0,18.0,89.0,60.0,59.7
Alexander Sørloth,Crystal Palace,NOR,FW,22.0,5.7,0,0,0,11.0,8.0,1.0,4.0,0.0,1.0,0.0,0.0,0,12.0,18.0,8.0,69.2
Jason Puncheon,Crystal Palace,ENG,MF,32.0,3.1,1,0,0,5.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,0,2.0,0.0,0.0,
Jaïro Riedewald,Crystal Palace,NED,"DF,MF",21.0,3.0,0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Julián Speroni,Crystal Palace,ARG,GK,39.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,100.0
Connor Wickham,Crystal Palace,ENG,"FW,MF",25.0,1.8,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,7.0,7.0,50.0
Pape Souaré,Crystal Palace,SEN,DF,28.0,1.4,0,0,0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Ryan Inniss,Crystal Palace,ENG,MF,23.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Jonny Williams,Crystal Palace,WAL,MF,24.0,0.8,0,0,0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0,,,,
Bakary Sako,Crystal Palace,MLI,FW,30.0,0.3,0,0,0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0,5.0,0.0,2.0,0.0
