Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Blaise Matuidi,FRA,31,Juventus,26.9,2418,MF,1351.0,1591.0,84.9,21101.0,5659.0,713.0,780.0,91.4,479.0,552.0,86.8,103.0,137.0,75.2,3.0,1.9,1.6,1.1,28.0,130.0,21.0,5.0,184.0,79.0,2.29,66.0,0.0,2.0,5.0,4.0,2.0,9.0,0.26,6.0,0.0,0.0,2.0,1.0,0.0,3,8.0,33.3,0.68,0.23,0.13,0.38,14.4,0.0,0,0,2.1,2.1,0.09,0.9,0.9,74.0,44.0,30.0,29.0,15.0,24.0,53.3,21.0,42.0,32.0,37.0,111.0,29.0,1.0,0.5945945945945946,1907.0,38.0,305.0,1173.0,442.0,67.0,1907.0,43.0,28.0,65.1,15.0,34.9,1095.0,4003.0,1815.0,30.0,35.0,5.0,52.0,25.0,1394.0,142.0,8.0,0.0,0.0,47.0,11.0,44.0,0.0,0.0,0.0,167.0,34.0,43.6
Wojciech Szczęsny,POL,28,Juventus,28.0,2520,GK,833.0,1030.0,80.9,25870.0,18561.0,78.0,79.0,98.7,408.0,411.0,99.3,345.0,534.0,64.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.13,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,1.0,3.0,14.0,2.0,0.5,1097.0,962.0,1088.0,9.0,0.0,0.0,1097.0,1.0,1.0,100.0,0.0,0.0,539.0,3219.0,2026.0,0.0,1.0,1.0,0.0,1.0,424.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,100.0
Alex Sandro,BRA,27,Juventus,26.5,2387,DF,1963.0,2410.0,81.5,33105.0,9804.0,924.0,1015.0,91.0,831.0,975.0,85.2,162.0,281.0,57.7,2.0,2.9,3.8,-0.9,45.0,149.0,49.0,20.0,205.0,95.0,2.73,82.0,3.0,2.0,4.0,3.0,1.0,6.0,0.17,5.0,0.0,0.0,0.0,0.0,1.0,1,8.0,28.6,0.78,0.22,0.04,0.13,15.3,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,84.0,57.0,40.0,35.0,9.0,29.0,58.0,21.0,42.0,30.0,51.0,133.0,90.0,0.0,0.6785714285714286,2816.0,124.0,649.0,1382.0,808.0,58.0,2816.0,73.0,39.0,53.4,34.0,46.6,1678.0,9262.0,5209.0,125.0,99.0,9.0,49.0,35.0,1928.0,208.0,11.0,0.0,0.0,67.0,2.0,153.0,0.0,2.0,0.0,212.0,73.0,60.8
Leonardo Bonucci,ITA,31,Juventus,27.5,2472,DF,2012.0,2324.0,86.6,43518.0,18450.0,558.0,586.0,95.2,1096.0,1185.0,92.5,341.0,508.0,67.1,2.0,1.5,2.0,0.5,13.0,173.0,24.0,4.0,151.0,39.0,1.04,36.0,0.0,1.0,1.0,1.0,0.0,5.0,0.13,4.0,0.0,0.0,0.0,1.0,0.0,3,6.0,30.0,0.52,0.16,0.15,0.5,18.0,0.0,0,0,2.3,2.3,0.11,0.7,0.7,25.0,14.0,15.0,8.0,2.0,12.0,66.7,6.0,43.0,13.0,54.0,75.0,115.0,3.0,0.56,2619.0,235.0,1035.0,1525.0,71.0,22.0,2619.0,3.0,3.0,100.0,0.0,0.0,1555.0,6770.0,4224.0,15.0,14.0,2.0,10.0,3.0,1858.0,9.0,2.0,0.0,0.0,20.0,2.0,8.0,1.0,0.0,1.0,158.0,58.0,43.6
Miralem Pjanić,BIH,28,Juventus,25.3,2280,MF,2404.0,2762.0,87.0,45104.0,12799.0,1002.0,1063.0,94.3,975.0,1058.0,92.2,353.0,509.0,69.4,8.0,7.6,6.5,0.4,94.0,243.0,38.0,5.0,267.0,166.0,4.83,103.0,55.0,2.0,2.0,2.0,2.0,11.0,0.32,3.0,6.0,0.0,1.0,0.0,1.0,4,11.0,24.4,1.28,0.31,0.04,0.18,24.6,5.0,2,2,3.3,1.7,0.04,0.7,0.3,59.0,33.0,25.0,24.0,10.0,23.0,26.7,63.0,44.0,37.0,52.0,111.0,25.0,2.0,0.559322033898305,3051.0,58.0,518.0,1807.0,747.0,23.0,3049.0,22.0,16.0,72.7,6.0,27.3,1689.0,7172.0,3405.0,37.0,39.0,3.0,41.0,22.0,2135.0,27.0,9.0,1.0,1.0,52.0,1.0,168.0,0.0,0.0,0.0,245.0,14.0,28.0
Paulo Dybala,ARG,24,Juventus,23.7,2137,FW,1354.0,1595.0,84.9,23904.0,4631.0,627.0,670.0,93.6,460.0,525.0,87.6,197.0,261.0,75.5,4.0,4.2,4.2,-0.2,57.0,111.0,39.0,6.0,178.0,141.0,4.78,85.0,23.0,13.0,6.0,14.0,0.0,16.0,0.54,11.0,0.0,2.0,1.0,2.0,0.0,10,30.0,34.1,2.89,0.98,0.1,0.3,20.2,4.0,1,1,8.6,7.8,0.09,1.4,1.2,23.0,11.0,3.0,13.0,7.0,8.0,29.6,19.0,29.0,27.0,16.0,39.0,3.0,1.0,0.4782608695652174,1955.0,4.0,138.0,1012.0,836.0,95.0,1954.0,111.0,60.0,54.1,51.0,45.9,1329.0,8051.0,3269.0,91.0,72.0,26.0,89.0,52.0,1547.0,205.0,4.0,0.0,0.0,25.0,7.0,106.0,2.0,0.0,0.0,156.0,5.0,17.9
Mario Mandžukić,CRO,32,Juventus,22.4,2014,FW,518.0,755.0,68.6,6737.0,1530.0,310.0,398.0,77.9,141.0,209.0,67.5,15.0,29.0,51.7,6.0,3.9,4.1,2.1,34.0,19.0,20.0,4.0,56.0,66.0,2.29,56.0,0.0,0.0,5.0,4.0,1.0,11.0,0.38,8.0,0.0,0.0,1.0,1.0,1.0,10,20.0,51.3,1.36,0.69,0.26,0.5,9.4,0.0,0,0,8.8,8.8,0.23,1.2,1.2,42.0,30.0,14.0,22.0,6.0,9.0,45.0,11.0,20.0,14.0,17.0,59.0,29.0,0.0,0.7142857142857143,992.0,42.0,122.0,408.0,466.0,119.0,992.0,8.0,5.0,62.5,3.0,37.5,461.0,1740.0,736.0,21.0,17.0,1.0,38.0,20.0,708.0,174.0,4.0,0.0,0.0,42.0,11.0,23.0,1.0,0.0,0.0,81.0,99.0,57.9
Giorgio Chiellini,ITA,33,Juventus,22.1,1991,DF,1496.0,1755.0,85.2,31027.0,10739.0,439.0,478.0,91.8,806.0,886.0,91.0,234.0,351.0,66.7,1.0,0.6,0.5,0.4,11.0,127.0,6.0,3.0,134.0,37.0,1.32,34.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,1,5.0,31.3,0.55,0.17,0.06,0.2,13.0,0.0,0,0,1.7,1.7,0.11,-0.7,-0.7,32.0,19.0,27.0,3.0,2.0,11.0,64.7,6.0,30.0,9.0,43.0,72.0,132.0,2.0,0.59375,2045.0,221.0,842.0,1109.0,107.0,25.0,2045.0,6.0,5.0,83.3,1.0,16.7,1132.0,5783.0,3478.0,29.0,20.0,1.0,12.0,9.0,1403.0,9.0,4.0,0.0,0.0,19.0,2.0,10.0,0.0,0.0,0.0,140.0,64.0,69.6
João Cancelo,POR,24,Juventus,21.9,1968,DF,1494.0,1835.0,81.4,24705.0,7224.0,780.0,864.0,90.3,567.0,692.0,81.9,117.0,195.0,60.0,5.0,4.6,5.7,0.4,41.0,104.0,53.0,23.0,168.0,98.0,3.6,77.0,1.0,7.0,7.0,3.0,3.0,14.0,0.51,8.0,0.0,0.0,4.0,2.0,0.0,1,9.0,27.3,1.17,0.32,0.03,0.11,21.6,0.0,0,0,2.0,2.0,0.07,-1.0,-1.0,58.0,43.0,26.0,25.0,7.0,35.0,54.7,29.0,17.0,13.0,21.0,79.0,60.0,0.0,0.7413793103448276,2137.0,66.0,488.0,1006.0,673.0,51.0,2137.0,104.0,72.0,69.2,32.0,30.8,1362.0,8575.0,5316.0,130.0,81.0,25.0,45.0,26.0,1451.0,191.0,6.0,0.0,0.0,41.0,0.0,135.0,2.0,1.0,0.0,171.0,27.0,41.5
Rodrigo Bentancur,URU,21,Juventus,22.3,2003,MF,1358.0,1581.0,85.9,22314.0,5364.0,705.0,768.0,91.8,468.0,532.0,88.0,129.0,177.0,72.9,3.0,2.4,2.2,0.6,32.0,127.0,20.0,6.0,161.0,71.0,2.5,63.0,0.0,3.0,2.0,0.0,3.0,9.0,0.32,9.0,0.0,0.0,0.0,0.0,0.0,2,3.0,11.1,0.92,0.1,0.07,0.67,21.5,0.0,0,0,1.8,1.8,0.07,0.2,0.2,68.0,46.0,30.0,35.0,3.0,20.0,41.7,28.0,30.0,20.0,53.0,120.0,49.0,2.0,0.6764705882352942,1895.0,70.0,328.0,1182.0,406.0,30.0,1895.0,43.0,27.0,62.8,16.0,37.2,1177.0,5873.0,2944.0,51.0,37.0,4.0,33.0,29.0,1336.0,85.0,9.0,1.0,1.0,53.0,2.0,25.0,0.0,0.0,0.0,190.0,46.0,59.7
Emre Can,GER,24,Juventus,20.1,1811,MF,1069.0,1242.0,86.1,18892.0,4105.0,478.0,539.0,88.7,442.0,486.0,90.9,119.0,157.0,75.8,1.0,2.4,1.5,-1.4,19.0,98.0,16.0,4.0,108.0,52.0,2.18,40.0,1.0,4.0,3.0,2.0,2.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,4,8.0,23.5,1.41,0.33,0.09,0.38,18.0,0.0,1,1,2.9,2.1,0.06,1.1,0.9,68.0,39.0,28.0,30.0,10.0,26.0,56.5,20.0,48.0,34.0,36.0,104.0,44.0,2.0,0.5735294117647058,1535.0,45.0,325.0,900.0,328.0,54.0,1534.0,41.0,30.0,73.2,10.0,24.4,913.0,4838.0,2639.0,63.0,47.0,7.0,29.0,20.0,1060.0,53.0,9.0,0.0,0.0,48.0,4.0,19.0,0.0,1.0,1.0,138.0,49.0,65.3
Mattia De Sciglio,ITA,25,Juventus,19.4,1743,DF,1163.0,1411.0,82.4,20593.0,6133.0,542.0,611.0,88.7,474.0,543.0,87.3,122.0,183.0,66.7,1.0,1.3,1.2,-0.3,17.0,91.0,14.0,10.0,103.0,47.0,2.06,39.0,1.0,1.0,2.0,3.0,1.0,3.0,0.13,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.35,0.0,0.0,,25.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,44.0,30.0,25.0,15.0,4.0,19.0,61.3,12.0,18.0,12.0,32.0,76.0,64.0,1.0,0.6818181818181818,1598.0,81.0,447.0,819.0,348.0,18.0,1598.0,16.0,9.0,56.3,7.0,43.8,818.0,3820.0,2145.0,45.0,38.0,3.0,17.0,12.0,1010.0,98.0,3.0,0.0,0.0,24.0,2.0,50.0,0.0,0.0,0.0,115.0,33.0,62.3
Daniele Rugani,ITA,24,Juventus,15.0,1350,DF,806.0,908.0,88.8,14947.0,5073.0,285.0,310.0,91.9,447.0,484.0,92.4,64.0,95.0,67.4,0.0,0.0,0.1,0.0,0.0,36.0,0.0,0.0,46.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,22.2,0.5,0.11,0.22,1.0,8.1,0.0,0,0,1.6,1.6,0.18,0.4,0.4,10.0,6.0,6.0,4.0,0.0,3.0,42.9,4.0,24.0,6.0,22.0,32.0,62.0,2.0,0.6,1057.0,113.0,478.0,555.0,30.0,10.0,1057.0,3.0,2.0,66.7,1.0,33.3,622.0,2926.0,1541.0,7.0,2.0,0.0,5.0,5.0,705.0,1.0,4.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,74.0,46.0,69.7
Federico Bernardeschi,ITA,24,Juventus,16.4,1473,MF,714.0,938.0,76.1,12233.0,2822.0,375.0,416.0,90.1,217.0,274.0,79.2,94.0,173.0,54.3,4.0,6.2,5.8,-2.2,46.0,49.0,29.0,10.0,82.0,113.0,5.02,65.0,19.0,8.0,12.0,9.0,0.0,9.0,0.4,4.0,2.0,1.0,1.0,1.0,0.0,3,18.0,27.3,2.93,0.8,0.03,0.11,19.5,5.0,0,0,5.0,5.0,0.08,-3.0,-3.0,18.0,10.0,7.0,7.0,4.0,10.0,47.6,11.0,18.0,18.0,11.0,29.0,16.0,0.0,0.5555555555555556,1197.0,24.0,136.0,513.0,571.0,99.0,1197.0,68.0,37.0,54.4,30.0,44.1,779.0,5291.0,2240.0,73.0,46.0,30.0,41.0,35.0,852.0,190.0,8.0,1.0,0.0,28.0,8.0,112.0,1.0,0.0,0.0,120.0,9.0,33.3
Juan Cuadrado,COL,30,Juventus,13.6,1220,MF,881.0,1038.0,84.9,15279.0,3478.0,452.0,488.0,92.6,315.0,364.0,86.5,96.0,132.0,72.7,4.0,4.2,3.7,-0.2,44.0,55.0,37.0,13.0,107.0,83.0,4.83,70.0,1.0,2.0,4.0,4.0,2.0,6.0,0.35,4.0,0.0,0.0,1.0,1.0,0.0,1,3.0,14.3,1.22,0.17,0.05,0.33,20.4,0.0,0,0,2.4,2.4,0.11,-1.4,-1.4,30.0,21.0,11.0,11.0,8.0,9.0,27.3,24.0,15.0,12.0,21.0,51.0,12.0,0.0,0.7,1215.0,15.0,168.0,582.0,476.0,54.0,1215.0,39.0,21.0,53.8,18.0,46.2,823.0,4549.0,2843.0,69.0,54.0,23.0,26.0,20.0,938.0,137.0,5.0,0.0,0.0,22.0,1.0,56.0,0.0,0.0,0.0,99.0,12.0,50.0
Mattia Perin,ITA,25,Juventus,9.0,810,GK,182.0,230.0,79.1,5196.0,3561.0,20.0,20.0,100.0,98.0,99.0,99.0,63.0,108.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,241.0,224.0,241.0,0.0,0.0,0.0,241.0,1.0,1.0,100.0,0.0,0.0,125.0,783.0,508.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,100.0
Sami Khedira,GER,31,Juventus,7.8,706,MF,370.0,440.0,84.1,5453.0,1213.0,198.0,215.0,92.1,133.0,146.0,91.1,20.0,36.0,55.6,1.0,1.1,0.4,-0.1,6.0,24.0,6.0,2.0,31.0,14.0,1.56,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,2,6.0,28.6,2.33,0.67,0.1,0.33,14.2,0.0,0,0,4.2,4.2,0.2,-2.2,-2.2,10.0,9.0,6.0,2.0,2.0,5.0,45.5,6.0,9.0,6.0,5.0,15.0,7.0,0.0,0.9,518.0,16.0,80.0,314.0,131.0,33.0,518.0,1.0,0.0,0.0,1.0,100.0,317.0,1248.0,504.0,9.0,10.0,2.0,9.0,4.0,385.0,36.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,32.0,7.0,63.6
Martín Cáceres,URU,31,Juventus,7.0,628,DF,425.0,466.0,91.2,7541.0,2035.0,170.0,179.0,95.0,213.0,225.0,94.7,33.0,42.0,78.6,0.0,0.0,0.1,0.0,1.0,27.0,0.0,0.0,34.0,3.0,0.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,25.0,0.57,0.14,0.0,0.0,14.4,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,7.0,3.0,6.0,0.0,1.0,4.0,100.0,0.0,6.0,3.0,4.0,11.0,14.0,0.0,0.4285714285714285,515.0,27.0,177.0,301.0,39.0,4.0,515.0,1.0,0.0,0.0,1.0,100.0,330.0,1440.0,963.0,13.0,7.0,0.0,6.0,0.0,388.0,5.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,36.0,14.0,43.8
Douglas Costa,BRA,27,Juventus,6.9,621,FW,332.0,432.0,76.9,5554.0,1351.0,170.0,188.0,90.4,120.0,155.0,77.4,32.0,57.0,56.1,0.0,2.5,2.2,-2.5,23.0,27.0,21.0,6.0,43.0,47.0,5.42,35.0,2.0,5.0,2.0,3.0,0.0,3.0,0.35,2.0,0.0,0.0,1.0,0.0,0.0,1,9.0,33.3,2.8,0.93,0.04,0.11,21.1,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1,11.0,9.0,3.0,8.0,0.0,4.0,40.0,6.0,11.0,11.0,6.0,16.0,4.0,0.0,0.8181818181818182,549.0,3.0,51.0,219.0,296.0,34.0,549.0,65.0,41.0,63.1,24.0,36.9,418.0,3873.0,2149.0,67.0,54.0,18.0,20.0,15.0,457.0,106.0,2.0,1.0,0.0,15.0,1.0,70.0,0.0,0.0,0.0,47.0,0.0,0.0
Leonardo Spinazzola,ITA,25,Juventus,6.7,601,DF,334.0,423.0,79.0,5494.0,1500.0,169.0,200.0,84.5,127.0,147.0,86.4,26.0,51.0,51.0,1.0,1.0,1.0,0.0,11.0,24.0,20.0,8.0,36.0,27.0,3.64,20.0,0.0,4.0,3.0,0.0,0.0,2.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.21,0.0,0.0,,19.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,10.0,5.0,4.0,2.0,4.0,4.0,50.0,4.0,6.0,6.0,3.0,13.0,7.0,0.0,0.5,507.0,15.0,98.0,172.0,240.0,29.0,507.0,26.0,13.0,50.0,13.0,50.0,317.0,2635.0,1542.0,64.0,28.0,18.0,16.0,8.0,350.0,84.0,0.0,0.0,0.0,3.0,1.0,36.0,0.0,0.0,0.0,37.0,11.0,73.3
Moise Kean,ITA,18,Juventus,6.0,541,FW,73.0,94.0,77.7,984.0,98.0,43.0,51.0,84.3,21.0,26.0,80.8,4.0,5.0,80.0,0.0,0.3,0.3,-0.3,5.0,0.0,0.0,0.0,4.0,9.0,1.33,5.0,0.0,1.0,2.0,1.0,0.0,2.0,0.3,0.0,0.0,1.0,0.0,1.0,0.0,7,10.0,38.5,3.84,1.48,0.23,0.6,14.8,0.0,0,0,4.2,4.2,0.16,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,,182.0,1.0,15.0,68.0,104.0,41.0,182.0,27.0,11.0,40.7,16.0,59.3,132.0,857.0,262.0,13.0,7.0,10.0,23.0,13.0,142.0,46.0,2.0,0.0,0.0,11.0,5.0,2.0,1.0,0.0,0.0,19.0,9.0,60.0
Medhi Benatia,MAR,31,Juventus,5.0,450,DF,357.0,391.0,91.3,6860.0,2377.0,122.0,129.0,94.6,191.0,201.0,95.0,37.0,50.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,,14.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,9.0,8.0,8.0,1.0,0.0,4.0,66.7,2.0,10.0,5.0,18.0,27.0,20.0,0.0,0.8888888888888888,453.0,42.0,199.0,244.0,14.0,3.0,453.0,2.0,2.0,100.0,0.0,0.0,276.0,1201.0,590.0,3.0,2.0,0.0,0.0,2.0,326.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,33.0,16.0,66.7
Andrea Barzagli,ITA,37,Juventus,2.9,260,DF,247.0,276.0,89.5,4629.0,1549.0,100.0,110.0,90.9,118.0,125.0,94.4,28.0,31.0,90.3,0.0,0.0,0.1,0.0,0.0,18.0,1.0,0.0,24.0,4.0,0.98,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,2.0,1.0,2.0,0.0,3.0,60.0,2.0,2.0,0.0,5.0,8.0,12.0,0.0,0.6666666666666666,302.0,18.0,105.0,185.0,12.0,0.0,302.0,1.0,0.0,0.0,1.0,100.0,180.0,767.0,438.0,4.0,1.0,0.0,2.0,3.0,227.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,57.1
Kalidou Koulibaly,SEN,27,Napoli,34.8,3132,DF,2959.0,3365.0,87.9,51828.0,21613.0,1316.0,1407.0,93.5,1298.0,1409.0,92.1,280.0,443.0,63.2,2.0,0.7,0.7,1.3,10.0,216.0,11.0,1.0,241.0,50.0,1.09,43.0,1.0,0.0,2.0,1.0,3.0,8.0,0.17,7.0,0.0,0.0,0.0,0.0,1.0,2,10.0,34.5,0.63,0.22,0.07,0.2,11.3,0.0,0,0,3.0,3.0,0.1,-1.0,-1.0,80.0,54.0,51.0,27.0,2.0,31.0,59.6,21.0,85.0,36.0,57.0,137.0,194.0,0.0,0.675,3875.0,313.0,1485.0,2279.0,147.0,43.0,3875.0,25.0,15.0,60.0,10.0,40.0,2601.0,13281.0,8392.0,60.0,44.0,2.0,25.0,12.0,2777.0,19.0,14.0,1.0,1.0,62.0,4.0,7.0,0.0,0.0,1.0,335.0,100.0,61.3
Piotr Zieliński,POL,24,Napoli,31.9,2875,MF,2162.0,2473.0,87.4,32164.0,8374.0,1257.0,1351.0,93.0,624.0,705.0,88.5,164.0,220.0,74.5,2.0,6.0,4.8,-4.0,73.0,227.0,49.0,3.0,301.0,159.0,4.05,142.0,4.0,3.0,6.0,3.0,1.0,10.0,0.25,9.0,0.0,0.0,1.0,0.0,0.0,7,29.0,30.9,2.39,0.74,0.07,0.24,22.0,0.0,0,0,6.8,6.8,0.07,0.2,0.2,46.0,28.0,14.0,22.0,10.0,15.0,39.5,23.0,35.0,30.0,24.0,70.0,25.0,0.0,0.6086956521739131,2847.0,38.0,318.0,1575.0,991.0,98.0,2847.0,68.0,47.0,69.1,21.0,30.9,2025.0,11994.0,6603.0,157.0,152.0,20.0,62.0,47.0,2282.0,233.0,6.0,0.0,0.0,31.0,3.0,42.0,0.0,0.0,0.0,243.0,23.0,38.3
José Callejón,ESP,31,Napoli,29.4,2650,MF,1824.0,2260.0,80.7,28556.0,6314.0,981.0,1085.0,90.4,575.0,718.0,80.1,161.0,273.0,59.0,14.0,11.7,9.3,2.3,98.0,117.0,61.0,22.0,180.0,162.0,4.03,134.0,15.0,3.0,7.0,3.0,0.0,24.0,0.6,17.0,1.0,0.0,4.0,2.0,0.0,4,20.0,26.3,1.89,0.5,0.05,0.2,16.3,1.0,0,0,8.2,8.2,0.11,-4.2,-4.2,46.0,23.0,17.0,19.0,10.0,22.0,28.9,54.0,38.0,33.0,31.0,77.0,19.0,0.0,0.5,2573.0,35.0,329.0,1175.0,1084.0,149.0,2573.0,40.0,20.0,50.0,20.0,50.0,1580.0,6376.0,3583.0,72.0,78.0,15.0,32.0,25.0,1906.0,330.0,3.0,0.0,0.0,24.0,24.0,202.0,1.0,0.0,0.0,224.0,15.0,23.8
Arkadiusz Milik,POL,24,Napoli,26.6,2396,FW,588.0,738.0,79.7,7820.0,1161.0,346.0,408.0,84.8,158.0,187.0,84.5,30.0,42.0,71.4,5.0,3.7,2.2,1.3,41.0,33.0,22.0,1.0,66.0,88.0,2.66,67.0,0.0,3.0,11.0,4.0,3.0,8.0,0.24,5.0,0.0,1.0,1.0,1.0,0.0,20,64.0,47.1,4.12,1.94,0.14,0.3,15.4,8.0,0,0,18.5,18.5,0.14,0.5,0.5,26.0,13.0,1.0,13.0,12.0,1.0,4.5,21.0,12.0,9.0,4.0,30.0,20.0,0.0,0.5,1065.0,25.0,57.0,430.0,590.0,160.0,1065.0,23.0,11.0,47.8,12.0,52.2,673.0,2559.0,1024.0,34.0,33.0,12.0,61.0,29.0,850.0,213.0,7.0,0.0,0.0,51.0,21.0,5.0,0.0,0.0,0.0,66.0,53.0,37.1
Elseid Hysaj,ALB,24,Napoli,23.4,2107,DF,1888.0,2199.0,85.9,27222.0,8455.0,1108.0,1190.0,93.1,593.0,673.0,88.1,95.0,175.0,54.3,2.0,0.7,1.4,1.3,16.0,109.0,21.0,2.0,149.0,45.0,1.55,40.0,1.0,2.0,0.0,0.0,2.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,6.3,0.55,0.03,0.0,0.0,22.1,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,50.0,35.0,28.0,19.0,3.0,32.0,53.3,28.0,13.0,10.0,34.0,84.0,63.0,0.0,0.7,2466.0,82.0,697.0,1341.0,447.0,26.0,2466.0,44.0,24.0,54.5,20.0,45.5,1525.0,7788.0,4419.0,73.0,61.0,8.0,30.0,23.0,1672.0,106.0,6.0,0.0,0.0,29.0,1.0,34.0,0.0,0.0,0.0,202.0,32.0,53.3
