Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Samuele Longo,ITA,26,Huesca,6.2,556,FW,52.0,83.0,62.7,637.0,179.0,33.0,45.0,73.3,11.0,22.0,50.0,2.0,4.0,50.0,2.0,1.7,0.2,0.3,6.0,4.0,1.0,0.0,7.0,6.0,0.97,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.32,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,36.4,1.35,0.49,0.09,0.25,9.1,0.0,0,0,1.8,1.8,0.18,-0.8,-0.8,4.0,3.0,2.0,2.0,0.0,0.0,0.0,6.0,4.0,4.0,2.0,5.0,7.0,0.0,0.75,159.0,8.0,17.0,83.0,60.0,24.0,159.0,16.0,8.0,50.0,8.0,50.0,95.0,475.0,101.0,4.0,5.0,5.0,23.0,22.0,128.0,25.0,4.0,0.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,14.0,20.0,40.8
Axel Werner,ARG,22,Huesca,6.0,540,GK,84.0,177.0,47.5,3228.0,2672.0,3.0,3.0,100.0,31.0,32.0,96.9,50.0,142.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,189.0,155.0,186.0,3.0,0.0,0.0,189.0,0.0,0.0,,0.0,,71.0,544.0,455.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
Luisinho,POR,33,Huesca,5.6,507,DF,206.0,246.0,83.7,3264.0,1059.0,111.0,116.0,95.7,82.0,98.0,83.7,10.0,24.0,41.7,0.0,0.7,0.1,-0.7,3.0,12.0,4.0,2.0,16.0,5.0,0.89,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,33.3,0.53,0.18,0.0,0.0,25.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,14.0,10.0,9.0,5.0,0.0,10.0,58.8,7.0,6.0,5.0,16.0,30.0,17.0,0.0,0.7142857142857143,304.0,17.0,112.0,141.0,52.0,1.0,304.0,7.0,5.0,71.4,2.0,28.6,152.0,1038.0,534.0,15.0,15.0,1.0,2.0,4.0,166.0,8.0,4.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,27.0,0.0,0.0
Serdar Gürler,TUR,26,Huesca,5.4,482,MF,105.0,170.0,61.8,1394.0,389.0,75.0,98.0,76.5,16.0,35.0,45.7,7.0,12.0,58.3,1.0,0.2,0.5,0.8,6.0,1.0,6.0,2.0,14.0,22.0,4.12,16.0,1.0,1.0,2.0,2.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,30.0,1.38,0.41,0.0,0.0,14.5,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,5.0,5.0,3.0,2.0,0.0,3.0,27.3,8.0,8.0,8.0,3.0,6.0,2.0,0.0,1.0,229.0,3.0,30.0,82.0,122.0,29.0,229.0,14.0,7.0,50.0,7.0,50.0,147.0,1032.0,569.0,23.0,18.0,11.0,15.0,11.0,156.0,59.0,2.0,0.0,0.0,6.0,8.0,31.0,0.0,0.0,0.0,33.0,5.0,19.2
Juan Aguilera,ESP,32,Huesca,3.8,344,MF,166.0,189.0,87.8,2706.0,846.0,90.0,93.0,96.8,58.0,68.0,85.3,14.0,19.0,73.7,0.0,0.0,0.2,0.0,0.0,16.0,3.0,2.0,21.0,6.0,1.57,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,25.0,0.75,0.19,0.0,0.0,19.0,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5,2.0,2.0,0.0,1.0,1.0,1.0,25.0,3.0,4.0,2.0,6.0,6.0,2.0,0.0,1.0,217.0,5.0,35.0,154.0,30.0,4.0,217.0,1.0,1.0,100.0,0.0,0.0,130.0,614.0,365.0,8.0,2.0,1.0,4.0,2.0,150.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,27.0,4.0,50.0
Álex Moreno,ESP,25,Rayo Vallecano,34.8,3136,DF,1152.0,1536.0,75.0,16661.0,5751.0,702.0,806.0,87.1,341.0,458.0,74.5,56.0,141.0,39.7,1.0,2.6,2.9,-1.6,31.0,70.0,35.0,11.0,117.0,77.0,2.21,61.0,4.0,6.0,3.0,2.0,1.0,6.0,0.17,6.0,0.0,0.0,0.0,0.0,0.0,1,7.0,28.0,0.72,0.2,0.04,0.14,19.5,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1,63.0,40.0,41.0,18.0,4.0,29.0,54.7,24.0,35.0,26.0,41.0,104.0,97.0,0.0,0.6349206349206349,1970.0,122.0,578.0,757.0,671.0,73.0,1970.0,106.0,57.0,53.8,49.0,46.2,974.0,8169.0,4806.0,176.0,98.0,37.0,53.0,43.0,984.0,236.0,5.0,0.0,0.0,41.0,8.0,103.0,0.0,0.0,0.0,206.0,28.0,40.6
Raúl de Tomás,ESP,23,Rayo Vallecano,31.3,2813,FW,377.0,473.0,79.7,6421.0,1010.0,204.0,235.0,86.8,104.0,130.0,80.0,49.0,74.0,66.2,1.0,1.5,0.9,-0.5,18.0,36.0,8.0,0.0,40.0,65.0,2.08,26.0,0.0,10.0,19.0,7.0,3.0,7.0,0.22,2.0,0.0,1.0,4.0,0.0,0.0,14,47.0,39.8,3.74,1.49,0.12,0.3,18.0,8.0,0,0,15.6,15.6,0.14,-1.6,-1.6,8.0,3.0,0.0,7.0,1.0,0.0,0.0,12.0,18.0,14.0,9.0,17.0,45.0,0.0,0.375,849.0,47.0,81.0,440.0,338.0,126.0,849.0,81.0,48.0,59.3,33.0,40.7,565.0,3446.0,1335.0,51.0,32.0,21.0,89.0,68.0,608.0,135.0,6.0,0.0,0.0,62.0,19.0,11.0,0.0,0.0,0.0,70.0,43.0,39.1
Jordi Amat,IDN,26,Rayo Vallecano,30.7,2763,DF,1064.0,1295.0,82.2,20994.0,7883.0,397.0,457.0,86.9,516.0,574.0,89.9,140.0,221.0,63.3,0.0,0.4,0.2,-0.4,5.0,63.0,0.0,0.0,95.0,16.0,0.52,11.0,2.0,0.0,1.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,20.0,0.16,0.03,0.0,0.0,7.9,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,54.0,31.0,34.0,19.0,1.0,24.0,57.1,18.0,31.0,21.0,43.0,97.0,133.0,1.0,0.5740740740740741,1595.0,145.0,758.0,816.0,42.0,10.0,1595.0,28.0,24.0,85.7,4.0,14.3,907.0,5429.0,3118.0,22.0,13.0,0.0,18.0,6.0,913.0,3.0,9.0,0.0,0.0,47.0,1.0,0.0,0.0,2.0,0.0,147.0,48.0,50.0
Luis Advíncula,PER,28,Rayo Vallecano,26.5,2389,DF,957.0,1197.0,79.9,15766.0,5283.0,506.0,557.0,90.8,343.0,422.0,81.3,76.0,144.0,52.8,3.0,2.4,2.9,0.6,16.0,60.0,23.0,11.0,90.0,50.0,1.88,33.0,4.0,5.0,1.0,7.0,0.0,11.0,0.41,6.0,0.0,2.0,0.0,3.0,0.0,1,5.0,26.3,0.69,0.18,0.05,0.2,21.8,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,52.0,39.0,38.0,12.0,2.0,21.0,67.7,10.0,22.0,20.0,19.0,71.0,60.0,1.0,0.75,1462.0,84.0,439.0,671.0,370.0,25.0,1462.0,53.0,39.0,73.6,14.0,26.4,824.0,4387.0,2172.0,51.0,32.0,7.0,41.0,33.0,865.0,136.0,6.0,2.0,2.0,51.0,0.0,59.0,2.0,0.0,0.0,131.0,24.0,42.1
Adri Embarba,ESP,26,Rayo Vallecano,25.4,2282,MF,486.0,823.0,59.1,8573.0,2811.0,218.0,279.0,78.1,168.0,262.0,64.1,69.0,195.0,35.4,6.0,7.4,6.8,-1.4,54.0,28.0,22.0,16.0,53.0,93.0,3.67,42.0,32.0,8.0,4.0,6.0,1.0,10.0,0.39,6.0,1.0,2.0,0.0,1.0,0.0,5,14.0,30.4,1.81,0.55,0.04,0.14,18.9,5.0,3,3,6.7,4.3,0.09,-1.7,-2.3,54.0,26.0,20.0,24.0,10.0,22.0,36.1,39.0,38.0,36.0,29.0,83.0,22.0,0.0,0.4814814814814814,1210.0,13.0,182.0,442.0,609.0,77.0,1207.0,100.0,48.0,48.0,52.0,52.0,668.0,4990.0,2144.0,93.0,57.0,21.0,74.0,49.0,675.0,164.0,5.0,1.0,1.0,44.0,9.0,222.0,1.0,1.0,0.0,127.0,20.0,30.3
Abdoulaye Ba,SEN,27,Rayo Vallecano,23.4,2110,DF,867.0,1054.0,82.3,17985.0,6935.0,267.0,285.0,93.7,447.0,498.0,89.8,143.0,245.0,58.4,0.0,0.1,0.1,-0.1,2.0,24.0,1.0,0.0,44.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,40.0,0.41,0.16,0.1,0.25,9.8,0.0,0,0,1.3,1.3,0.14,-0.3,-0.3,46.0,35.0,37.0,8.0,1.0,29.0,74.4,10.0,32.0,14.0,31.0,75.0,165.0,4.0,0.7608695652173914,1357.0,203.0,836.0,502.0,26.0,11.0,1357.0,5.0,4.0,80.0,1.0,20.0,740.0,3135.0,1515.0,5.0,1.0,0.0,14.0,3.0,734.0,3.0,5.0,2.0,0.0,25.0,1.0,1.0,0.0,3.0,0.0,154.0,68.0,69.4
Santi Comesaña,ESP,21,Rayo Vallecano,22.6,2032,MF,910.0,1078.0,84.4,16841.0,5054.0,367.0,426.0,86.2,386.0,437.0,88.3,123.0,150.0,82.0,1.0,0.4,0.4,0.6,13.0,77.0,6.0,3.0,99.0,30.0,1.33,29.0,0.0,1.0,0.0,0.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,1,1.0,12.5,0.35,0.04,0.13,1.0,15.4,0.0,0,0,0.7,0.7,0.08,0.3,0.3,56.0,35.0,29.0,25.0,2.0,22.0,36.1,39.0,30.0,25.0,30.0,86.0,45.0,2.0,0.625,1300.0,73.0,401.0,780.0,129.0,12.0,1300.0,37.0,26.0,70.3,11.0,29.7,751.0,3516.0,1652.0,13.0,11.0,0.0,17.0,29.0,841.0,13.0,6.0,0.0,0.0,28.0,1.0,7.0,0.0,0.0,0.0,137.0,36.0,41.4
Óscar Trejo,ARG,30,Rayo Vallecano,19.6,1764,MF,672.0,882.0,76.2,9138.0,2733.0,408.0,481.0,84.8,202.0,264.0,76.5,26.0,66.0,39.4,4.0,3.9,2.7,0.1,29.0,79.0,14.0,2.0,120.0,59.0,3.01,47.0,1.0,5.0,2.0,1.0,3.0,7.0,0.36,5.0,0.0,0.0,2.0,0.0,0.0,1,5.0,23.8,1.02,0.24,0.0,0.0,16.6,0.0,1,1,3.3,2.5,0.13,-2.3,-2.5,57.0,43.0,21.0,25.0,11.0,8.0,24.2,25.0,24.0,22.0,20.0,75.0,15.0,0.0,0.7543859649122807,1131.0,21.0,161.0,618.0,370.0,42.0,1130.0,63.0,34.0,54.0,29.0,46.0,724.0,4055.0,1965.0,45.0,51.0,5.0,61.0,48.0,818.0,77.0,7.0,1.0,1.0,49.0,3.0,30.0,0.0,0.0,0.0,121.0,28.0,45.9
Stole Dimitrievski,MKD,24,Rayo Vallecano,21.0,1890,GK,417.0,645.0,64.7,13527.0,10691.0,54.0,55.0,98.2,178.0,184.0,96.7,185.0,401.0,46.1,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,,685.0,624.0,683.0,2.0,0.0,0.0,685.0,0.0,0.0,,0.0,,311.0,2194.0,1657.0,0.0,0.0,0.0,1.0,0.0,202.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,100.0
Giannelli Imbula,COD,25,Rayo Vallecano,19.2,1732,MF,654.0,732.0,89.3,11027.0,3016.0,337.0,358.0,94.1,239.0,257.0,93.0,59.0,83.0,71.1,1.0,0.9,1.1,0.1,22.0,71.0,15.0,2.0,114.0,60.0,3.12,37.0,7.0,9.0,1.0,4.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,1,4.0,16.0,1.18,0.19,0.04,0.25,26.4,1.0,0,0,0.9,0.9,0.04,0.1,0.1,14.0,9.0,6.0,7.0,1.0,5.0,41.7,7.0,12.0,9.0,9.0,22.0,6.0,0.0,0.6428571428571429,894.0,19.0,144.0,590.0,186.0,13.0,894.0,71.0,57.0,80.3,14.0,19.7,678.0,4667.0,2598.0,51.0,39.0,4.0,32.0,40.0,704.0,19.0,7.0,0.0,0.0,28.0,2.0,25.0,0.0,0.0,0.0,88.0,9.0,34.6
Álvaro García,ESP,25,Rayo Vallecano,19.6,1766,FW,314.0,507.0,61.9,4899.0,1536.0,171.0,235.0,72.8,84.0,144.0,58.3,36.0,71.0,50.7,3.0,2.9,2.8,0.1,20.0,18.0,21.0,8.0,37.0,45.0,2.29,38.0,2.0,1.0,2.0,2.0,0.0,5.0,0.25,4.0,0.0,0.0,1.0,0.0,0.0,5,11.0,39.3,1.34,0.52,0.18,0.45,15.5,0.0,0,0,4.2,4.2,0.16,-0.2,-0.2,22.0,21.0,11.0,7.0,4.0,4.0,16.0,21.0,24.0,24.0,19.0,41.0,30.0,0.0,0.9545454545454546,706.0,39.0,150.0,220.0,347.0,67.0,706.0,22.0,10.0,45.5,12.0,54.5,433.0,2894.0,1462.0,67.0,33.0,20.0,41.0,23.0,449.0,160.0,3.0,0.0,0.0,16.0,5.0,83.0,0.0,0.0,0.0,90.0,2.0,11.1
Alberto García,ESP,33,Rayo Vallecano,17.0,1530,GK,387.0,554.0,69.9,12384.0,9051.0,39.0,40.0,97.5,176.0,182.0,96.7,172.0,331.0,52.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,33.3,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,602.0,517.0,599.0,3.0,0.0,0.0,602.0,0.0,0.0,,0.0,,290.0,1835.0,1187.0,0.0,1.0,1.0,1.0,0.0,204.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,100.0
Álex Gálvez,ESP,29,Rayo Vallecano,15.7,1412,DF,562.0,699.0,80.4,10931.0,4302.0,197.0,214.0,92.1,283.0,324.0,87.3,66.0,132.0,50.0,0.0,0.5,0.3,-0.5,4.0,28.0,2.0,0.0,37.0,13.0,0.83,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,42.9,0.44,0.19,0.14,0.33,7.1,0.0,0,0,2.1,2.1,0.31,-1.1,-1.1,38.0,28.0,25.0,13.0,0.0,14.0,50.0,14.0,7.0,5.0,45.0,83.0,69.0,1.0,0.7368421052631579,866.0,109.0,520.0,335.0,18.0,12.0,866.0,2.0,1.0,50.0,1.0,50.0,458.0,2157.0,1121.0,5.0,4.0,1.0,4.0,3.0,453.0,1.0,6.0,0.0,0.0,22.0,1.0,1.0,0.0,2.0,0.0,111.0,35.0,55.6
José Pozo,ESP,22,Rayo Vallecano,18.0,1617,MF,600.0,745.0,80.5,8758.0,2414.0,326.0,366.0,89.1,214.0,254.0,84.3,23.0,57.0,40.4,0.0,1.9,2.0,-1.9,30.0,74.0,27.0,2.0,119.0,78.0,4.34,62.0,0.0,10.0,3.0,3.0,0.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,3,10.0,45.5,1.13,0.51,0.14,0.3,18.5,0.0,0,0,2.6,2.6,0.12,0.4,0.4,13.0,10.0,4.0,5.0,4.0,4.0,16.0,21.0,7.0,6.0,4.0,17.0,6.0,0.0,0.7692307692307693,912.0,10.0,106.0,485.0,345.0,32.0,912.0,86.0,63.0,73.3,23.0,26.7,680.0,4703.0,2491.0,68.0,52.0,9.0,51.0,48.0,738.0,95.0,4.0,0.0,0.0,13.0,2.0,24.0,0.0,0.0,0.0,75.0,7.0,24.1
Emiliano Velázquez,URU,24,Rayo Vallecano,14.2,1277,DF,386.0,561.0,68.8,7603.0,3643.0,144.0,171.0,84.2,174.0,220.0,79.1,57.0,130.0,43.8,3.0,0.8,0.5,2.2,7.0,28.0,6.0,3.0,42.0,18.0,1.27,13.0,0.0,1.0,3.0,0.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,33.3,0.56,0.19,0.0,0.0,8.5,0.0,0,0,1.0,1.0,0.13,-1.0,-1.0,49.0,36.0,38.0,9.0,2.0,20.0,58.8,14.0,29.0,22.0,48.0,96.0,106.0,1.0,0.7346938775510204,823.0,130.0,445.0,330.0,51.0,17.0,823.0,17.0,15.0,88.2,2.0,11.8,333.0,1497.0,762.0,5.0,5.0,1.0,14.0,5.0,332.0,2.0,8.0,0.0,0.0,32.0,0.0,7.0,0.0,1.0,1.0,78.0,41.0,62.1
Bebé,CPV,28,Rayo Vallecano,14.5,1302,FW,304.0,515.0,59.0,5175.0,1195.0,161.0,206.0,78.2,88.0,148.0,59.5,39.0,99.0,39.4,1.0,3.4,2.1,-2.4,22.0,21.0,16.0,16.0,34.0,43.0,2.97,23.0,5.0,7.0,6.0,2.0,0.0,4.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,1,15.0,23.4,4.01,0.94,0.02,0.07,27.5,4.0,0,1,2.2,2.2,0.04,-1.2,-1.2,19.0,11.0,10.0,4.0,5.0,9.0,47.4,10.0,16.0,15.0,10.0,28.0,16.0,1.0,0.5789473684210527,736.0,19.0,123.0,285.0,359.0,20.0,736.0,60.0,35.0,58.3,25.0,41.7,470.0,4255.0,1995.0,78.0,56.0,9.0,39.0,30.0,498.0,105.0,6.0,0.0,0.0,25.0,9.0,115.0,1.0,0.0,0.0,82.0,24.0,57.1
Álvaro Medrán,ESP,24,Rayo Vallecano,12.8,1149,MF,623.0,789.0,79.0,11239.0,3692.0,278.0,312.0,89.1,227.0,264.0,86.0,85.0,152.0,55.9,0.0,1.6,1.4,-1.6,29.0,74.0,6.0,1.0,81.0,45.0,3.53,23.0,17.0,0.0,1.0,1.0,3.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,3,10.0,38.5,1.89,0.73,0.12,0.3,24.3,3.0,0,0,2.3,2.3,0.1,0.7,0.7,15.0,8.0,5.0,6.0,4.0,6.0,28.6,15.0,10.0,9.0,19.0,32.0,9.0,0.0,0.5333333333333333,901.0,21.0,179.0,547.0,191.0,16.0,901.0,31.0,20.0,64.5,11.0,35.5,533.0,2648.0,1176.0,18.0,12.0,4.0,18.0,17.0,621.0,18.0,8.0,1.0,1.0,25.0,2.0,59.0,0.0,1.0,0.0,93.0,11.0,52.4
Tito,ESP,33,Rayo Vallecano,12.2,1098,DF,485.0,631.0,76.9,7472.0,3548.0,268.0,300.0,89.3,190.0,245.0,77.6,19.0,60.0,31.7,0.0,0.2,0.2,-0.2,6.0,33.0,4.0,1.0,54.0,18.0,1.48,11.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,100.0,0.08,0.08,0.0,0.0,13.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,14.0,9.0,12.0,2.0,0.0,7.0,31.8,15.0,22.0,20.0,17.0,31.0,41.0,0.0,0.6428571428571429,755.0,46.0,232.0,381.0,146.0,4.0,755.0,7.0,2.0,28.6,5.0,71.4,328.0,1446.0,804.0,23.0,14.0,0.0,7.0,7.0,394.0,37.0,3.0,0.0,0.0,6.0,0.0,18.0,1.0,0.0,0.0,52.0,20.0,42.6
Mario Suárez,ESP,31,Rayo Vallecano,11.4,1026,MF,461.0,583.0,79.1,7982.0,2723.0,219.0,257.0,85.2,183.0,224.0,81.7,46.0,81.0,56.8,0.0,0.7,0.3,-0.7,10.0,42.0,5.0,1.0,56.0,22.0,1.93,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0,22.2,1.58,0.35,0.11,0.5,15.9,0.0,0,0,1.1,1.1,0.06,0.9,0.9,37.0,23.0,17.0,17.0,3.0,15.0,53.6,13.0,10.0,7.0,14.0,51.0,17.0,2.0,0.6216216216216216,721.0,42.0,208.0,439.0,85.0,13.0,721.0,22.0,16.0,72.7,6.0,27.3,423.0,1904.0,960.0,10.0,12.0,0.0,14.0,16.0,477.0,7.0,5.0,0.0,0.0,21.0,2.0,3.0,0.0,0.0,0.0,92.0,28.0,63.6
Gaël Kakuta,COD,27,Rayo Vallecano,8.0,717,MF,188.0,277.0,67.9,2796.0,985.0,115.0,143.0,80.4,54.0,85.0,63.5,11.0,32.0,34.4,0.0,0.2,0.7,-0.2,5.0,26.0,6.0,2.0,28.0,19.0,2.39,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.63,0.0,0.0,,20.5,1.0,1,1,1.1,0.3,0.07,-0.1,-0.3,12.0,7.0,5.0,5.0,2.0,2.0,20.0,8.0,4.0,3.0,9.0,21.0,9.0,0.0,0.5833333333333334,368.0,4.0,54.0,161.0,160.0,19.0,367.0,30.0,16.0,53.3,14.0,46.7,236.0,1454.0,692.0,27.0,15.0,4.0,25.0,12.0,263.0,64.0,1.0,0.0,0.0,9.0,3.0,42.0,0.0,0.0,0.0,35.0,5.0,26.3
Uche Henry Agbo,NGA,22,Rayo Vallecano,4.1,372,MF,184.0,202.0,91.1,2899.0,790.0,102.0,106.0,96.2,62.0,68.0,91.2,15.0,18.0,83.3,0.0,0.0,0.1,0.0,1.0,14.0,2.0,0.0,18.0,5.0,1.21,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.24,0.0,0.0,,29.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,7.0,4.0,3.0,4.0,0.0,5.0,50.0,5.0,3.0,2.0,6.0,13.0,1.0,0.0,0.5714285714285714,227.0,3.0,63.0,139.0,28.0,0.0,227.0,3.0,3.0,100.0,0.0,0.0,138.0,776.0,395.0,4.0,3.0,0.0,2.0,3.0,168.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,53.8
Gorka Elustondo,ESP,31,Rayo Vallecano,3.2,285,MF,118.0,146.0,80.8,2201.0,727.0,49.0,57.0,86.0,54.0,61.0,88.5,13.0,17.0,76.5,0.0,0.4,0.2,-0.4,3.0,10.0,2.0,0.0,15.0,4.0,1.26,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.63,0.0,0.0,,30.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,7.0,5.0,4.0,3.0,0.0,5.0,62.5,3.0,6.0,5.0,6.0,13.0,10.0,0.0,0.7142857142857143,185.0,18.0,61.0,112.0,13.0,2.0,185.0,2.0,1.0,50.0,1.0,50.0,88.0,468.0,249.0,4.0,2.0,2.0,4.0,2.0,102.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,11.0,68.8
Cristiano Ronaldo,POR,33,Juventus,29.9,2688,FW,1148.0,1408.0,81.5,15913.0,2658.0,689.0,786.0,87.7,318.0,389.0,81.7,62.0,92.0,67.4,10.0,7.8,5.7,2.2,64.0,66.0,45.0,16.0,155.0,187.0,4.9,119.0,4.0,13.0,28.0,22.0,1.0,18.0,0.47,12.0,0.0,1.0,4.0,1.0,0.0,28,76.0,33.9,5.72,1.94,0.1,0.29,18.7,22.0,6,7,27.1,21.6,0.1,-0.1,-0.6,13.0,10.0,6.0,6.0,1.0,1.0,5.6,17.0,9.0,6.0,9.0,22.0,38.0,0.0,0.7692307692307693,1891.0,43.0,98.0,697.0,1118.0,245.0,1884.0,112.0,63.0,56.3,49.0,43.8,1299.0,9411.0,4923.0,182.0,143.0,57.0,75.0,51.0,1630.0,460.0,4.0,1.0,0.0,26.0,32.0,77.0,0.0,0.0,0.0,87.0,48.0,45.7
