Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Daniel Brosinski,Mainz 05,GER,DF,30.0,26.8,3,15.0,3.0,20.0,0.56,0.11,0.0,0.0,30.9,7.0,3,3,3.1,0.7,0.05,-0.1,-0.7
Robin Quaison,Mainz 05,SWE,"FW,MF",24.0,25.6,9,57.0,20.0,35.1,2.23,0.78,0.16,0.45,14.6,0.0,0,0,8.5,8.5,0.17,-1.5,-1.5
Florian Müller,Mainz 05,GER,GK,20.0,25.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Jean-Paul Boëtius,Mainz 05,NED,MF,24.0,24.0,4,47.0,13.0,27.7,1.96,0.54,0.09,0.31,21.9,1.0,0,0,2.6,2.6,0.06,1.4,1.4
Pierre Kunde,Mainz 05,CMR,MF,23.0,21.8,0,31.0,7.0,22.6,1.42,0.32,0.0,0.0,28.8,2.0,0,0,0.9,0.9,0.03,-0.9,-0.9
Danny Latza,Mainz 05,GER,MF,28.0,20.7,0,39.0,7.0,17.9,1.88,0.34,0.0,0.0,21.6,1.0,0,0,2.9,2.9,0.08,-2.9,-2.9
Karim Onisiwo,Mainz 05,AUT,"FW,MF",26.0,13.9,7,42.0,18.0,42.9,3.02,1.3,0.17,0.39,12.9,0.0,0,0,5.6,5.6,0.14,1.4,1.4
Alexander Hack,Mainz 05,GER,DF,24.0,12.7,1,13.0,3.0,23.1,1.03,0.24,0.08,0.33,13.9,0.0,0,0,0.9,0.9,0.07,0.1,0.1
Ridle Baku,Mainz 05,GER,MF,20.0,11.4,0,12.0,3.0,25.0,1.05,0.26,0.0,0.0,19.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
Robin Zentner,Mainz 05,GER,GK,23.0,11.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Levin Öztunalı,Mainz 05,GER,"MF,FW",22.0,10.6,0,16.0,7.0,43.8,1.51,0.66,0.0,0.0,26.2,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
Anthony Ujah,Mainz 05,NGA,FW,27.0,9.5,4,30.0,14.0,46.7,3.16,1.47,0.13,0.29,12.6,0.0,0,0,4.2,4.2,0.17,-0.2,-0.2
Alexandru Maxim,Mainz 05,ROU,"MF,FW",28.0,8.2,3,21.0,6.0,28.6,2.55,0.73,0.14,0.5,19.0,2.0,0,0,1.1,1.1,0.07,-0.1,-0.1
Giulio Donati,Mainz 05,ITA,DF,28.0,6.9,0,2.0,0.0,0.0,0.29,0.0,0.0,,24.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Phillipp Mwene,Mainz 05,AUT,"DF,MF",24.0,4.4,1,4.0,2.0,50.0,0.91,0.46,0.25,0.5,33.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Niko Bungert,Mainz 05,GER,DF,31.0,3.2,0,1.0,1.0,100.0,0.31,0.31,0.0,0.0,9.0,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2
Jonathan Burkardt,Mainz 05,GER,"FW,MF",18.0,2.9,0,6.0,2.0,33.3,2.08,0.69,0.0,0.0,15.0,0.0,0,0,0.8,0.8,0.14,-0.8,-0.8
Gerrit Holtmann,Mainz 05,PHI,"FW,MF",23.0,2.6,0,3.0,0.0,0.0,1.17,0.0,0.0,,13.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Gaëtan Bussmann,Mainz 05,FRA,DF,27.0,2.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Pablo de Blasis,Mainz 05,ARG,FW,30.0,2.0,0,1.0,0.0,0.0,0.5,0.0,0.0,,9.8,0.0,0,0,0.0,0.0,0.05,0.0,0.0
Leandro Barreiro Martins,Mainz 05,LUX,MF,18.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,29.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Dominique Heintz,Freiburg,GER,DF,24.0,36.3,1,10.0,4.0,40.0,0.28,0.11,0.1,0.25,14.8,0.0,0,0,0.8,0.8,0.08,0.2,0.2
Alexander Schwolow,Freiburg,GER,GK,26.0,35.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Christian Günter,Freiburg,GER,"DF,MF",25.0,34.3,0,30.0,8.0,26.7,0.87,0.23,0.0,0.0,24.0,1.0,0,0,1.2,1.2,0.04,-1.2,-1.2
Janik Haberer,Freiburg,GER,"MF,FW",24.0,26.9,1,28.0,3.0,10.7,1.04,0.11,0.04,0.33,22.1,0.0,0,0,1.3,1.3,0.05,-0.3,-0.3
Mike Frantz,Freiburg,GER,"MF,FW",31.0,26.9,3,25.0,12.0,48.0,0.93,0.45,0.12,0.25,16.5,0.0,0,0,1.7,1.7,0.09,0.3,0.3
Nils Petersen,Freiburg,GER,FW,29.0,23.8,12,58.0,25.0,43.1,2.44,1.05,0.19,0.44,14.6,0.0,1,3,7.2,5.6,0.12,2.8,3.4
Robin Koch,Freiburg,GER,"MF,DF",22.0,22.1,1,13.0,2.0,15.4,0.59,0.09,0.08,0.5,17.3,0.0,0,0,0.9,0.9,0.09,0.1,0.1
Luca Waldschmidt,Freiburg,GER,"FW,MF",22.0,20.8,9,66.0,28.0,42.4,3.17,1.35,0.09,0.21,20.9,3.0,3,3,7.9,5.6,0.09,1.1,0.4
Nicolas Höfler,Freiburg,GER,MF,28.0,20.3,0,12.0,4.0,33.3,0.59,0.2,0.0,0.0,20.6,0.0,0,0,0.8,0.8,0.07,-0.8,-0.8
Manuel Gulde,Freiburg,GER,DF,27.0,20.0,1,6.0,2.0,33.3,0.3,0.1,0.17,0.5,8.9,0.0,0,0,0.9,0.9,0.14,0.1,0.1
Pascal Stenzel,Freiburg,GER,"DF,MF",22.0,18.2,0,26.0,9.0,34.6,1.43,0.49,0.0,0.0,25.3,0.0,0,0,1.0,1.0,0.04,-1.0,-1.0
Vincenzo Grifo,Freiburg,ITA,"MF,FW",25.0,15.9,6,41.0,13.0,31.7,2.59,0.82,0.12,0.38,20.8,7.0,1,1,3.6,2.9,0.07,2.4,2.1
Jérôme Gondorf,Freiburg,GER,"MF,FW",30.0,15.7,2,25.0,7.0,28.0,1.59,0.44,0.08,0.29,22.8,4.0,0,0,1.5,1.5,0.07,0.5,0.5
Lukas Kübler,Freiburg,GER,"DF,MF",25.0,13.2,0,6.0,2.0,33.3,0.46,0.15,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Lucas Höler,Freiburg,GER,FW,24.0,11.8,4,27.0,12.0,44.4,2.29,1.02,0.15,0.33,15.3,0.0,0,0,3.9,3.9,0.15,0.1,0.1
Florian Niederlechner,Freiburg,GER,"FW,MF",27.0,11.6,4,33.0,18.0,54.5,2.85,1.56,0.12,0.22,16.9,0.0,0,0,4.6,4.6,0.15,-0.6,-0.6
Amir Abrashi,Freiburg,ALB,MF,28.0,8.8,0,7.0,2.0,28.6,0.8,0.23,0.0,0.0,26.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Keven Schlotterbeck,Freiburg,GER,DF,21.0,8.6,0,2.0,1.0,50.0,0.23,0.12,0.0,0.0,8.5,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
Philipp Lienhart,Freiburg,AUT,DF,22.0,8.0,0,4.0,0.0,0.0,0.5,0.0,0.0,,11.8,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
Marco Terrazzino,Freiburg,GER,"MF,FW",27.0,6.4,1,14.0,5.0,35.7,2.2,0.79,0.07,0.2,22.4,2.0,0,0,0.8,0.8,0.07,0.2,0.2
Roland Sallai,Freiburg,HUN,MF,21.0,5.9,2,14.0,5.0,35.7,2.39,0.85,0.14,0.4,19.7,0.0,0,0,1.5,1.5,0.1,0.5,0.5
Tim Kleindienst,Freiburg,GER,FW,22.0,2.7,0,7.0,2.0,28.6,2.6,0.74,0.0,0.0,17.2,0.0,0,0,0.7,0.7,0.14,-0.7,-0.7
Nico Schlotterbeck,Freiburg,GER,DF,18.0,2.5,0,1.0,0.0,0.0,0.4,0.0,0.0,,31.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Chima Okoroji,Freiburg,NGA,"DF,MF",21.0,1.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Mark Flekken,Freiburg,NED,GK,25.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Yoric Ravet,Freiburg,FRA,"FW,MF",28.0,0.9,0,2.0,0.0,0.0,2.14,0.0,0.0,,21.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Salif Sané,Schalke 04,SEN,DF,27.0,39.4,4,30.0,5.0,16.7,0.76,0.13,0.13,0.8,16.2,0.0,0,0,1.8,1.8,0.08,0.2,0.2
Daniel Caligiuri,Schalke 04,ITA,"DF,FW",30.0,39.0,7,52.0,9.0,17.3,1.33,0.23,0.06,0.33,25.4,7.0,4,6,6.6,2.0,0.04,0.4,1.0
Matija Nastasić,Schalke 04,SRB,DF,25.0,36.5,1,22.0,5.0,22.7,0.6,0.14,0.05,0.2,13.3,4.0,0,0,2.0,2.0,0.1,-1.0,-1.0
Suat Serdar,Schalke 04,GER,MF,21.0,26.8,2,39.0,12.0,30.8,1.46,0.45,0.05,0.17,18.8,0.0,0,0,4.1,4.1,0.11,-2.1,-2.1
Nabil Bentaleb,Schalke 04,ALG,MF,23.0,26.5,8,24.0,6.0,25.0,0.91,0.23,0.0,0.0,29.9,1.0,8,8,5.9,1.2,0.06,0.1,-1.2
Weston McKennie,Schalke 04,USA,"MF,DF",19.0,25.9,2,33.0,11.0,33.3,1.28,0.43,0.06,0.18,13.4,0.0,0,0,3.2,3.2,0.11,-1.2,-1.2
Benjamin Stambouli,Schalke 04,FRA,DF,27.0,25.4,0,4.0,1.0,25.0,0.16,0.04,0.0,0.0,27.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Bastian Oczipka,Schalke 04,GER,DF,29.0,24.8,1,13.0,1.0,7.7,0.52,0.04,0.08,1.0,28.3,1.0,0,0,0.4,0.4,0.03,0.6,0.6
Ralf Fährmann,Schalke 04,GER,GK,29.0,24.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Mark Uth,Schalke 04,GER,"FW,MF",26.0,23.4,4,56.0,21.0,37.5,2.39,0.9,0.07,0.19,16.1,0.0,0,0,5.6,5.6,0.12,-2.6,-2.6
Guido Burgstaller,Schalke 04,AUT,FW,29.0,22.4,5,55.0,21.0,38.2,2.46,0.94,0.09,0.24,12.8,0.0,0,0,6.0,6.0,0.13,-1.0,-1.0
Alexander Nübel,Schalke 04,GER,GK,21.0,22.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Breel Embolo,Schalke 04,SUI,"FW,MF",21.0,20.8,6,43.0,19.0,44.2,2.07,0.91,0.14,0.32,12.8,0.0,0,0,6.4,6.4,0.19,-0.4,-0.4
Sebastian Rudy,Schalke 04,GER,MF,28.0,20.6,0,7.0,1.0,14.3,0.34,0.05,0.0,0.0,19.1,0.0,0,0,0.3,0.2,0.04,-0.3,-0.2
Amine Harit,Schalke 04,MAR,"MF,FW",21.0,15.9,1,18.0,8.0,44.4,1.13,0.5,0.06,0.13,21.3,0.0,0,0,1.1,1.1,0.09,-0.1,-0.1
Alessandro Schöpf,Schalke 04,AUT,"DF,FW",24.0,15.6,2,23.0,6.0,26.1,1.48,0.39,0.09,0.33,19.9,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4
Omar Mascarell,Schalke 04,ESP,MF,25.0,14.8,0,8.0,0.0,0.0,0.54,0.0,0.0,,25.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Yevhen Konoplyanka,Schalke 04,UKR,"FW,MF",28.0,13.5,1,33.0,13.0,39.4,2.44,0.96,0.03,0.08,21.8,1.0,0,0,2.7,2.7,0.09,-1.7,-1.7
Naldo,Schalke 04,BRA,DF,35.0,12.8,0,22.0,3.0,13.6,1.72,0.23,0.0,0.0,14.4,3.0,0,0,1.0,1.0,0.07,-1.0,-1.0
Hamza Mendyl,Schalke 04,MAR,"DF,MF",20.0,11.1,0,6.0,2.0,33.3,0.54,0.18,0.0,0.0,25.2,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Jeffrey Bruma,Schalke 04,NED,DF,26.0,9.9,0,2.0,0.0,0.0,0.2,0.0,0.0,,14.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Steven Skrzybski,Schalke 04,GER,"FW,MF",25.0,8.4,3,21.0,8.0,38.1,2.49,0.95,0.14,0.38,14.6,0.0,0,0,2.9,2.9,0.14,0.1,0.1
Ahmed Kutucu,Schalke 04,TUR,FW,18.0,5.9,3,19.0,10.0,52.6,3.21,1.69,0.16,0.3,21.1,1.0,0,0,1.5,1.5,0.11,0.5,0.5
Nassim Boujellab,Schalke 04,MAR,MF,19.0,4.9,0,11.0,1.0,9.1,2.22,0.2,0.0,0.0,20.3,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
Franco Di Santo,Schalke 04,ARG,FW,29.0,3.7,0,3.0,1.0,33.3,0.81,0.27,0.0,0.0,15.8,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
Baba Rahman,Schalke 04,GHA,DF,24.0,3.6,0,4.0,0.0,0.0,1.1,0.0,0.0,,27.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Cedric Teuchert,Schalke 04,GER,FW,21.0,3.0,0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,9.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Rabbi Matondo,Schalke 04,WAL,"FW,MF",17.0,2.6,0,4.0,2.0,50.0,1.54,0.77,0.0,0.0,12.0,0.0,0,0,0.3,0.3,0.12,-0.3,-0.3
Haji Wright,Schalke 04,USA,FW,20.0,2.2,1,3.0,1.0,33.3,1.37,0.46,0.33,1.0,13.3,0.0,0,0,0.9,0.9,0.3,0.1,0.1
George Timotheou,Schalke 04,AUS,DF,21.0,1.0,0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Jonas Carls,Schalke 04,GER,FW,21.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Daniel Baier,Augsburg,GER,MF,34.0,34.2,0,29.0,10.0,34.5,0.85,0.29,0.0,0.0,27.2,0.0,0,0,0.9,0.9,0.03,-0.9,-0.9
Rani Khedira,Augsburg,GER,"DF,MF",24.0,33.5,4,20.0,7.0,35.0,0.6,0.21,0.2,0.57,12.8,0.0,0,0,1.5,1.5,0.11,2.5,2.5
Philipp Max,Augsburg,GER,"DF,MF",24.0,33.2,4,28.0,14.0,50.0,0.84,0.42,0.14,0.29,20.2,2.0,0,0,2.4,2.4,0.1,1.6,1.6
Michael Gregoritsch,Augsburg,AUT,"MF,FW",24.0,32.3,8,97.0,27.0,27.8,3.0,0.84,0.07,0.26,16.6,6.0,1,1,10.1,9.3,0.11,-4.1,-4.3
Jonathan Schmid,Augsburg,FRA,DF,28.0,29.0,3,17.0,9.0,52.9,0.59,0.31,0.18,0.33,27.6,8.0,0,0,0.8,0.8,0.05,2.2,2.2
Jeffrey Gouweleeuw,Augsburg,NED,DF,27.0,26.9,0,8.0,2.0,25.0,0.3,0.07,0.0,0.0,19.7,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7
André Hahn,Augsburg,GER,"FW,MF",27.0,26.5,5,43.0,15.0,34.9,1.62,0.57,0.12,0.33,17.2,0.0,0,0,2.9,2.9,0.08,1.1,1.1
Koo Ja-cheol,Augsburg,KOR,MF,29.0,20.3,2,28.0,7.0,25.0,1.38,0.35,0.07,0.29,17.1,0.0,0,0,3.7,3.7,0.14,-1.7,-1.7
Martin Hinteregger,Augsburg,AUT,DF,25.0,19.8,2,19.0,5.0,26.3,0.96,0.25,0.11,0.4,21.3,1.0,0,0,0.9,0.9,0.05,1.1,1.1
Marco Richter,Augsburg,GER,"MF,FW",20.0,19.2,5,64.0,26.0,40.6,3.34,1.36,0.08,0.19,20.5,0.0,0,0,3.5,3.5,0.06,0.5,0.5
Gregor Kobel,Augsburg,SUI,GK,20.0,17.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Andreas Luthe,Augsburg,GER,GK,31.0,16.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Kevin Danso,Augsburg,AUT,DF,19.0,16.2,1,11.0,5.0,45.5,0.68,0.31,0.09,0.2,13.1,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Alfreð Finnbogason,Augsburg,ISL,FW,29.0,15.8,11,43.0,16.0,37.2,2.72,1.01,0.16,0.44,14.5,0.0,4,4,10.6,7.5,0.21,-0.6,-1.5
Caiuby,Augsburg,BRA,"MF,FW",30.0,12.8,2,38.0,11.0,28.9,2.96,0.86,0.05,0.18,17.7,0.0,0,0,2.2,2.2,0.07,-1.2,-1.2
Ji Dong-won,Augsburg,KOR,"MF,FW",27.0,10.9,4,22.0,7.0,31.8,2.02,0.64,0.18,0.57,19.0,0.0,0,0,1.6,1.6,0.07,2.4,2.4
Kostas Stafylidis,Augsburg,GRE,DF,24.0,10.9,0,12.0,1.0,8.3,1.1,0.09,0.0,0.0,35.2,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Jan Morávek,Augsburg,CZE,MF,28.0,9.3,0,4.0,2.0,50.0,0.43,0.22,0.0,0.0,9.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Raphael Framberger,Augsburg,GER,"DF,MF",22.0,7.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Sergio Córdova,Augsburg,VEN,FW,20.0,7.1,3,15.0,4.0,26.7,2.12,0.57,0.2,0.75,15.5,0.0,0,0,1.0,1.0,0.08,2.0,2.0
Reece Oxford,Augsburg,ENG,DF,19.0,6.6,0,5.0,0.0,0.0,0.76,0.0,0.0,,9.2,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3
Georg Teigl,Augsburg,AUT,"MF,FW",27.0,4.6,0,1.0,1.0,100.0,0.22,0.22,0.0,0.0,18.7,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Fabian Giefer,Augsburg,GER,GK,28.0,4.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Fredrik Jensen,Augsburg,FIN,"FW,MF",20.0,3.0,0,2.0,0.0,0.0,0.67,0.0,0.0,,21.7,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3
Julian Schieber,Augsburg,GER,FW,29.0,2.9,1,4.0,1.0,25.0,1.4,0.35,0.25,1.0,14.9,1.0,0,0,0.7,0.7,0.17,0.3,0.3
Felix Götze,Augsburg,GER,MF,20.0,2.3,1,4.0,2.0,50.0,1.72,0.86,0.25,0.5,5.2,0.0,0,0,1.1,1.1,0.53,-0.1,-0.1
Simon Asta,Augsburg,GER,DF,17.0,1.0,0,2.0,0.0,0.0,2.0,0.0,0.0,,25.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Christoph Janker,Augsburg,GER,"MF,FW",33.0,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Ron-Robert Zieler,Stuttgart,GER,GK,29.0,35.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Benjamin Pavard,Stuttgart,FRA,DF,22.0,29.0,0,12.0,4.0,33.3,0.41,0.14,0.0,0.0,14.2,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9
Santiago Ascacíbar,Stuttgart,ARG,MF,21.0,27.0,0,19.0,5.0,26.3,0.7,0.19,0.0,0.0,20.0,0.0,0,0,1.3,1.3,0.07,-1.3,-1.3
Mario Gómez,Stuttgart,GER,FW,33.0,25.6,7,57.0,22.0,38.6,2.23,0.86,0.12,0.32,15.1,0.0,0,0,9.3,9.3,0.19,-2.3,-2.3
Nicolás González,Stuttgart,ARG,"FW,MF",20.0,24.8,2,65.0,11.0,16.9,2.62,0.44,0.03,0.18,15.0,0.0,0,0,6.3,6.3,0.11,-4.3,-4.3
Emiliano Insúa,Stuttgart,ARG,DF,29.0,24.5,2,9.0,5.0,55.6,0.37,0.2,0.22,0.4,22.4,1.0,0,0,0.5,0.5,0.06,1.5,1.5
Christian Gentner,Stuttgart,GER,"MF,FW",32.0,22.8,0,29.0,5.0,17.2,1.27,0.22,0.0,0.0,16.3,1.0,0,0,2.5,2.5,0.09,-2.5,-2.5
Marc-Oliver Kempf,Stuttgart,GER,DF,23.0,22.5,2,14.0,2.0,14.3,0.62,0.09,0.14,1.0,12.4,0.0,0,0,1.7,1.7,0.12,0.3,0.3
Gonzalo Castro,Stuttgart,GER,MF,31.0,19.8,2,14.0,3.0,21.4,0.71,0.15,0.14,0.67,22.4,3.0,0,0,1.2,1.2,0.09,0.8,0.8
Andreas Beck,Stuttgart,GER,DF,31.0,19.7,0,12.0,2.0,16.7,0.61,0.1,0.0,0.0,20.6,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7
Timo Baumgartl,Stuttgart,GER,DF,22.0,19.0,1,8.0,2.0,25.0,0.42,0.11,0.13,0.5,12.1,0.0,0,0,0.3,0.3,0.07,0.7,0.7
Ozan Kabak,Stuttgart,TUR,DF,18.0,15.0,3,11.0,5.0,45.5,0.73,0.33,0.27,0.6,14.1,0.0,0,0,1.3,1.3,0.12,1.7,1.7
Alexander Esswein,Stuttgart,GER,"MF,FW",28.0,13.9,0,29.0,9.0,31.0,2.09,0.65,0.0,0.0,20.3,1.0,0,0,1.7,1.7,0.06,-1.7,-1.7
Dennis Aogo,Stuttgart,GER,MF,31.0,12.3,0,12.0,2.0,16.7,0.98,0.16,0.0,0.0,23.2,2.0,0,0,0.5,0.5,0.05,-0.5,-0.5
Steven Zuber,Stuttgart,SUI,"MF,FW",26.0,11.7,5,31.0,8.0,25.8,2.65,0.69,0.13,0.5,21.1,0.0,1,1,3.2,2.4,0.08,1.8,1.6
Daniel Didavi,Stuttgart,GER,"MF,FW",28.0,11.6,2,31.0,9.0,29.0,2.67,0.77,0.06,0.22,20.6,2.0,0,0,1.9,1.9,0.08,0.1,0.1
Anastasios Donis,Stuttgart,GRE,"FW,MF",21.0,10.9,5,30.0,10.0,33.3,2.75,0.92,0.17,0.5,18.4,0.0,0,0,2.9,2.9,0.1,2.1,2.1
Erik Thommy,Stuttgart,GER,"MF,FW",23.0,9.5,1,26.0,4.0,15.4,2.74,0.42,0.04,0.25,24.8,5.0,0,0,1.2,1.2,0.05,-0.2,-0.2
Pablo Maffeo,Stuttgart,ESP,"DF,MF",21.0,7.6,0,5.0,1.0,20.0,0.66,0.13,0.0,0.0,21.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Borna Sosa,Stuttgart,CRO,"DF,MF",20.0,6.8,0,5.0,3.0,60.0,0.73,0.44,0.0,0.0,20.3,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3
Holger Badstuber,Stuttgart,GER,DF,29.0,6.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Chadrac Akolo,Stuttgart,COD,"MF,FW",23.0,6.0,0,14.0,3.0,21.4,2.35,0.5,0.0,0.0,20.2,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9
Antonis Aidonis,Stuttgart,GER,DF,17.0,0.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Berkay Özcan,Stuttgart,TUR,"MF,DF",20.0,0.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Waldemar Anton,Hannover 96,GER,DF,22.0,36.0,1,27.0,4.0,14.8,0.75,0.11,0.04,0.25,13.9,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8
Michael Esser,Hannover 96,GER,GK,30.0,33.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Genki Haraguchi,Hannover 96,JPN,"MF,DF",27.0,24.7,0,34.0,7.0,20.6,1.38,0.28,0.0,0.0,20.5,3.0,0,0,2.6,2.6,0.08,-2.6,-2.6
Walace,Hannover 96,BRA,MF,23.0,24.2,1,20.0,6.0,30.0,0.83,0.25,0.05,0.17,22.7,0.0,0,0,0.8,0.8,0.04,0.2,0.2
Pirmin Schwegler,Hannover 96,SUI,MF,31.0,23.8,0,12.0,1.0,8.3,0.5,0.04,0.0,0.0,27.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Kevin Wimmer,Hannover 96,AUT,DF,25.0,20.7,1,4.0,1.0,25.0,0.19,0.05,0.25,1.0,17.2,1.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Hendrik Weydandt,Hannover 96,GER,FW,23.0,20.2,8,67.0,23.0,34.3,3.31,1.14,0.12,0.35,13.0,0.0,0,0,8.0,8.0,0.13,-2.0,-2.0
Miiko Albornoz,Hannover 96,CHI,"DF,MF",27.0,18.9,1,11.0,4.0,36.4,0.58,0.21,0.09,0.25,25.5,0.0,0,0,0.3,0.3,0.03,0.7,0.7
Oliver Sorg,Hannover 96,GER,DF,28.0,18.6,0,4.0,2.0,50.0,0.22,0.11,0.0,0.0,30.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Matthias Ostrzolek,Hannover 96,GER,DF,28.0,17.3,0,6.0,2.0,33.3,0.35,0.12,0.0,0.0,23.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Linton Maina,Hannover 96,GER,"FW,MF",19.0,16.7,1,22.0,2.0,9.1,1.32,0.12,0.05,0.5,19.0,0.0,0,0,1.6,1.6,0.07,-0.6,-0.6
Marvin Bakalorz,Hannover 96,GER,MF,28.0,16.3,1,12.0,5.0,41.7,0.73,0.31,0.08,0.2,19.2,0.0,0,0,0.8,0.8,0.06,0.2,0.2
Bobby Wood,Hannover 96,USA,"FW,MF",25.0,13.9,3,20.0,8.0,40.0,1.44,0.57,0.15,0.38,13.8,0.0,0,0,2.5,2.5,0.14,0.5,0.5
Ihlas Bebou,Hannover 96,TOG,"MF,FW",24.0,13.8,5,28.0,11.0,39.3,2.02,0.79,0.14,0.36,21.9,2.0,1,1,4.6,3.8,0.15,-0.6,-0.8
Niclas Füllkrug,Hannover 96,GER,FW,25.0,13.3,3,40.0,14.0,35.0,3.02,1.06,0.03,0.07,16.0,0.0,2,2,3.8,3.1,0.08,-1.8,-2.1
Felipe,Hannover 96,BRA,DF,31.0,12.2,2,11.0,3.0,27.3,0.9,0.25,0.18,0.67,14.4,1.0,0,0,1.1,1.1,0.11,0.9,0.9
Julian Korb,Hannover 96,GER,DF,26.0,11.2,0,2.0,0.0,0.0,0.18,0.0,0.0,,27.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Nicolai Müller,Hannover 96,GER,"MF,FW",30.0,10.0,3,20.0,7.0,35.0,2.0,0.7,0.15,0.43,16.4,0.0,0,0,2.4,2.4,0.12,0.6,0.6
Takuma Asano,Hannover 96,JPN,"MF,FW",23.0,9.1,1,16.0,4.0,25.0,1.76,0.44,0.06,0.25,17.1,0.0,0,0,1.6,1.6,0.12,-1.6,-1.6
