Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Divock Origi,BEL,23,Liverpool,4.1,371,FW,116.0,170.0,68.2,1650.0,377.0,74.0,94.0,78.7,19.0,33.0,57.6,10.0,15.0,66.7,0.24258760107816713,0.04851752021563343,0.7,0.8,3.0,10.0,4.0,0.0,11.0,3.3962264150943393,2.13,8.0,0.0,2.0,2.0,2.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,1.6981132075471697,10.0,58.8,2.24,1.32,0.41,0.7,15.8,1.0,0,0,0.7277628032345014,3.0,0.19,3.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,20.0,4.0,3.0,3.0,2.0,7.0,2.0,0.0,0.1666666666666666,247.0,0.0,22.0,104.0,123.0,23.0,247.0,16.0,2.4258760107816713,62.5,6.0,37.5,169.0,1178.0,581.0,23.0,4.123989218328841,6.0,15.0,15.0,187.0,11.401617250673853,0.0,0.0,0.0,7.0,5.0,10.0,0.0,0.0,0.0,22.0,10.0,31.3,99.78902953586498,72.93868921775899,95.14767932489451,10.570824524312897,85.44303797468355,64.34599156118144,13.636363636363635,85.86497890295358,97.87685774946921,98.10126582278481,31.183932346723044,94.09282700421942,,,,,,,,,,,,,,,,848.99147760121
Eden Hazard,BEL,27,Chelsea,32.5,2923,FW,1825.0,2286.0,79.8,27488.0,7114.0,1037.0,1174.0,88.3,498.0,624.0,79.8,168.0,254.0,66.1,0.5234348272322956,0.3941156346219638,12.0,4.2,120.0,145.0,101.0,0.30790283954840914,287.0,7.974683544303797,6.97,170.0,23.0,33.0,7.0,24.0,2.0,36.0,0.97,20.0,3.0,10.0,1.0,2.0,0.0,0.6465959630516592,48.0,42.1,2.62,1.11,0.14,0.33,18.0,2.0,5,5,0.37256243585357507,8.2,0.09,5.9,4.8,15.0,11.0,2.0,2.0,11.0,5.0,26.3,14.0,10.0,10.0,18.0,29.0,7.0,1.0,0.7333333333333333,2717.0,8.0,127.0,853.0,1784.0,252.0,2712.0,252.0,5.326719124187479,68.7,79.0,31.3,1979.0,16261.0,8853.0,316.0,6.40437906260691,119.0,100.0,97.0,2311.0,15.11802942182689,2.0,0.0,0.0,14.0,12.0,204.0,1.0,0.0,0.0,128.0,19.0,34.5,82.91139240506328,97.04016913319239,58.64978902953587,95.9830866807611,95.14767932489451,98.94514767932489,76.95560253699789,98.52320675105484,54.45859872611465,69.09282700421942,38.47780126849894,98.94514767932489,,,,,,,,,,,,,,,,965.1304482189827
Willian,BRA,29,Chelsea,23.3,2097,FW,1531.0,1983.0,77.2,22888.0,6297.0,881.0,1004.0,87.7,425.0,541.0,78.6,132.0,254.0,52.0,0.5150214592274678,0.5836909871244635,11.9,-1.6,114.0,79.0,73.0,0.5150214592274678,200.0,8.927038626609441,6.26,119.0,56.0,13.0,5.0,12.0,3.0,20.0,0.6,12.0,4.0,2.0,0.0,2.0,0.0,0.34334763948497854,36.0,34.6,2.64,0.91,0.07,0.19,20.1,13.0,1,1,0.2532188841201717,5.9,0.07,0.1,0.1,42.0,34.0,12.0,19.0,11.0,10.0,25.0,30.0,25.0,22.0,20.0,61.0,16.0,3.0,0.8095238095238095,2348.0,20.0,180.0,823.0,1382.0,144.0,2348.0,102.0,2.9184549356223175,66.7,34.0,33.3,1415.0,10808.0,5985.0,210.0,5.622317596566524,67.0,79.0,55.0,1795.0,16.13733905579399,2.0,0.0,0.0,25.0,13.0,296.0,1.0,0.0,0.0,141.0,12.0,28.6,47.89029535864979,96.61733615221986,33.54430379746836,99.57716701902748,97.8902953586498,99.57805907172997,89.00634249471459,91.35021097046413,20.488322717622083,37.9746835443038,25.26427061310782,97.8902953586498,,,,,,,,,,,,,,,,837.0715824566074
Pedro,ESP,31,Chelsea,19.8,1778,FW,1411.0,1721.0,82.0,18777.0,3795.0,872.0,977.0,89.3,341.0,427.0,79.9,80.0,129.0,62.0,0.25309336332958376,0.3188976377952756,5.3,-1.3,50.0,78.0,46.0,0.6074240719910011,150.0,6.479190101237346,4.29,102.0,5.0,11.0,5.0,2.0,3.0,16.0,0.54,13.0,0.0,3.0,0.0,0.0,0.0,0.6580427446569179,39.0,42.9,2.65,1.14,0.14,0.33,17.3,0.0,0,0,0.5568053993250843,11.0,0.13,2.0,2.0,40.0,27.0,13.0,18.0,9.0,11.0,23.9,35.0,20.0,18.0,26.0,63.0,12.0,2.0,0.675,2034.0,30.0,223.0,791.0,1037.0,162.0,2034.0,88.0,3.138357705286839,70.5,26.0,29.5,1368.0,8131.0,3782.0,106.0,4.555680539932508,34.0,58.0,46.0,1700.0,16.046119235095613,3.0,0.0,0.0,33.0,9.0,98.0,0.0,0.0,0.0,152.0,11.0,32.4,83.96624472573839,75.47568710359408,86.28691983122363,91.75475687103594,97.46835443037975,97.46835443037975,91.33192389006342,92.40506329113924,54.45859872611465,72.46835443037975,33.298097251585624,96.62447257383965,,,,,,,,,,,,,,,,973.0068275554738
Gonzalo Higuaín,ARG,30,Chelsea,12.1,1085,FW,248.0,326.0,76.1,3280.0,439.0,139.0,171.0,81.3,64.0,81.0,79.0,13.0,21.0,61.9,0.0,0.10783410138248847,1.0,-1.3,15.0,7.0,9.0,0.0,17.0,2.737327188940092,2.74,29.0,0.0,1.0,3.0,0.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,0.4147465437788018,14.0,26.9,3.58,0.96,0.1,0.36,15.1,0.0,0,0,0.40645161290322585,4.9,0.11,0.1,0.1,10.0,8.0,2.0,4.0,4.0,2.0,18.2,9.0,4.0,4.0,3.0,11.0,5.0,0.0,0.8,434.0,7.0,24.0,153.0,260.0,54.0,434.0,21.0,0.7465437788018434,42.9,12.0,57.1,276.0,1427.0,397.0,12.0,0.9124423963133641,6.0,19.0,21.0,368.0,7.714285714285714,0.0,0.0,0.0,7.0,14.0,2.0,0.0,0.0,0.0,29.0,7.0,33.3,59.49367088607595,10.14799154334038,66.56118143459916,38.47780126849894,52.742616033755276,46.62447257383967,13.636363636363635,30.168776371308013,61.995753715498935,12.658227848101266,35.72938689217759,27.004219409282697,,,,,,,,,,,,,,,,455.2404616128415
Álvaro Morata,ESP,25,Chelsea,10.5,941,FW,216.0,283.0,76.3,2715.0,247.0,124.0,149.0,83.2,51.0,67.0,76.1,11.0,16.0,68.8,0.0,0.04782146652497343,0.5,-0.5,11.0,15.0,0.0,0.0,16.0,3.3475026567481403,2.69,27.0,0.0,3.0,2.0,3.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8607863974495219,27.0,39.7,4.1,1.63,0.13,0.33,12.0,0.0,0,0,0.8799149840595111,9.2,0.17,-2.2,-2.2,8.0,6.0,0.0,5.0,3.0,1.0,12.5,7.0,7.0,6.0,1.0,8.0,8.0,0.0,0.75,416.0,9.0,20.0,169.0,231.0,80.0,416.0,16.0,0.7651434643995749,50.0,8.0,50.0,235.0,1189.0,424.0,16.0,1.0520722635494155,14.0,29.0,24.0,358.0,9.46865037194474,5.0,0.0,0.0,27.0,29.0,5.0,0.0,0.0,0.0,20.0,28.0,45.2,94.30379746835443,10.14799154334038,98.31223628691983,10.14799154334038,72.78481012658227,62.65822784810127,13.636363636363635,32.278481012658226,54.45859872611465,57.59493670886076,72.41014799154334,33.438818565400844,,,,,,,,,,,,,,,,612.17240145758
Olivier Giroud,FRA,31,Chelsea,9.4,847,FW,398.0,572.0,69.6,4185.0,418.0,254.0,347.0,73.2,55.0,84.0,65.5,12.0,14.0,85.7,1.062573789846517,0.5100354191263281,2.3,5.2,37.0,9.0,10.0,0.0,20.0,6.694214876033058,2.88,54.0,0.0,0.0,3.0,4.0,2.0,12.0,0.55,9.0,0.0,0.0,2.0,1.0,0.0,1.3813459268004722,34.0,38.6,3.59,1.39,0.15,0.38,11.6,2.0,0,0,1.3919716646989373,13.1,0.17,-0.1,-0.1,10.0,7.0,2.0,4.0,4.0,2.0,13.3,13.0,17.0,15.0,3.0,13.0,14.0,0.0,0.7,799.0,17.0,39.0,322.0,442.0,170.0,799.0,13.0,0.42502951593860683,30.8,9.0,69.2,322.0,801.0,291.0,10.0,0.6375442739079102,1.0,63.0,19.0,679.0,18.382526564344744,1.0,0.0,0.0,37.0,20.0,3.0,1.0,0.0,0.0,42.0,73.0,57.9,98.94514767932489,99.78858350951374,100.0,98.94291754756871,98.94514767932489,97.8902953586498,13.636363636363635,14.345991561181433,66.87898089171973,52.84810126582279,95.66596194503171,15.611814345991561,,,,,,,,,,,,,,,,853.4993054204929
Callum Hudson-Odoi,ENG,17,Chelsea,4.4,393,FW,394.0,477.0,82.6,5485.0,1037.0,248.0,276.0,89.9,99.0,121.0,81.8,23.0,39.0,59.0,1.1450381679389312,0.8015267175572519,2.9,1.5,24.0,14.0,27.0,1.6030534351145038,43.0,9.84732824427481,4.75,34.0,1.0,4.0,2.0,2.0,0.0,5.0,0.55,4.0,0.0,1.0,0.0,0.0,0.0,1.1450381679389312,15.0,50.0,2.3,1.15,0.17,0.33,16.5,0.0,0,0,0.45801526717557256,2.0,0.1,2.0,2.0,14.0,12.0,10.0,2.0,2.0,3.0,50.0,3.0,6.0,6.0,5.0,18.0,0.0,3.0,0.8571428571428571,591.0,8.0,51.0,224.0,326.0,57.0,591.0,55.0,9.618320610687023,76.4,13.0,23.6,400.0,2855.0,1555.0,58.0,5.9541984732824424,27.0,18.0,16.0,482.0,28.625954198473284,0.0,0.0,0.0,7.0,5.0,54.0,0.0,0.0,0.0,50.0,5.0,41.7,97.46835443037975,100.0,76.16033755274262,100.0,100.0,99.78902953586498,99.78858350951374,100.0,54.45859872611465,90.92827004219409,59.61945031712473,98.31223628691983,,,,,,,,,,,,,,,,1076.5248604008543
Harry Kane,ENG,25,Tottenham Hotspur,26.9,2424,FW,560.0,765.0,73.2,9499.0,2363.0,296.0,366.0,80.9,157.0,215.0,73.0,76.0,113.0,67.3,0.22277227722772278,0.19306930693069307,3.0,0.8,40.0,75.0,21.0,0.07425742574257425,103.0,4.381188118811881,3.32,77.0,1.0,18.0,11.0,10.0,1.0,16.0,0.45,10.0,0.0,2.0,2.0,2.0,0.0,0.8910891089108911,61.0,45.5,3.61,1.64,0.14,0.31,16.9,7.0,5,5,0.6534653465346536,14.5,0.11,4.4,3.5,19.0,13.0,2.0,15.0,2.0,2.0,11.8,15.0,20.0,13.0,3.0,22.0,21.0,0.0,0.6842105263157895,1204.0,26.0,48.0,549.0,625.0,192.0,1200.0,109.0,1.967821782178218,48.6,56.0,51.4,838.0,4990.0,1997.0,83.0,2.1534653465346536,46.0,107.0,56.0,965.0,9.727722772277229,6.0,0.0,0.0,42.0,20.0,16.0,2.0,0.0,0.0,78.0,66.0,41.3,94.72573839662446,68.28752642706131,93.0379746835443,70.40169133192389,74.68354430379746,80.37974683544303,38.90063424947146,77.21518987341773,47.66454352441614,81.32911392405063,58.66807610993657,64.13502109704642,,,,,,,,,,,,,,,,849.4288007567334
Lucas Moura,BRA,25,Tottenham Hotspur,23.6,2121,FW,731.0,987.0,74.1,9804.0,2538.0,433.0,514.0,84.2,213.0,303.0,70.3,29.0,58.0,50.0,0.042432814710042434,0.0891089108910891,2.2,-1.1,38.0,53.0,21.0,0.042432814710042434,89.0,4.71004243281471,3.51,71.0,1.0,17.0,8.0,11.0,3.0,14.0,0.44,7.0,0.0,5.0,2.0,0.0,0.0,0.6364922206506365,31.0,39.7,2.2,0.87,0.19,0.48,16.8,0.0,0,0,0.4031117397454031,9.5,0.14,5.5,5.5,47.0,27.0,11.0,26.0,10.0,13.0,38.2,21.0,23.0,22.0,32.0,78.0,25.0,0.0,0.574468085106383,1413.0,33.0,120.0,662.0,653.0,153.0,1413.0,139.0,3.2673267326732676,55.4,62.0,44.6,925.0,5970.0,2846.0,109.0,2.8854314002828856,50.0,92.0,57.0,1039.0,11.117397454031117,3.0,0.0,0.0,37.0,20.0,24.0,0.0,0.0,0.0,129.0,52.0,41.9,82.27848101265823,22.198731501057082,65.61181434599156,27.27272727272727,83.12236286919831,84.38818565400844,30.23255813953488,94.09282700421942,86.62420382165605,57.59493670886076,60.46511627906976,80.37974683544303,,,,,,,,,,,,,,,,774.2616914444247
Son Heung-min,KOR,26,Tottenham Hotspur,22.7,2039,FW,898.0,1082.0,83.0,11394.0,2199.0,610.0,680.0,89.7,214.0,253.0,84.6,25.0,38.0,65.8,0.3972535556645414,0.17214320745463463,3.5,5.1,39.0,40.0,38.0,0.13241785188818048,108.0,5.738106915154488,3.98,86.0,3.0,24.0,10.0,7.0,0.0,16.0,0.49,9.0,0.0,3.0,2.0,2.0,0.0,0.8827856792545365,53.0,46.1,3.13,1.44,0.17,0.38,19.2,1.0,0,0,0.4678764100049043,10.6,0.1,5.4,5.4,37.0,20.0,14.0,17.0,6.0,15.0,25.9,43.0,39.0,36.0,14.0,50.0,12.0,1.0,0.5405405405405406,1511.0,15.0,125.0,573.0,835.0,164.0,1511.0,120.0,3.0014713094654244,56.7,52.0,43.3,1082.0,7577.0,3594.0,147.0,3.8842569887199607,87.0,84.0,73.0,1176.0,13.021088769004413,5.0,1.0,0.0,27.0,34.0,36.0,1.0,0.0,0.0,135.0,7.0,15.6,94.51476793248945,93.65750528541226,77.84810126582279,64.69344608879493,90.71729957805907,93.24894514767934,54.33403805496829,91.9831223628692,66.87898089171973,82.27848101265823,6.765327695560254,92.82700421940928,,,,,,,,,,,,,,,,909.7470195354429
Fernando Llorente,ESP,33,Tottenham Hotspur,7.7,694,FW,195.0,311.0,62.7,2249.0,412.0,143.0,191.0,74.9,34.0,58.0,58.6,4.0,14.0,28.6,0.648414985590778,0.28530259365994237,1.1,2.8,18.0,17.0,2.0,0.0,16.0,4.279538904899136,3.18,27.0,0.0,3.0,3.0,0.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,1.037463976945245,16.0,34.0,3.27,1.11,0.17,0.5,10.6,0.0,0,0,0.7002881844380404,5.4,0.15,-2.4,-2.4,6.0,2.0,3.0,1.0,2.0,3.0,42.9,4.0,7.0,5.0,2.0,7.0,20.0,0.0,0.3333333333333333,450.0,22.0,37.0,185.0,229.0,81.0,450.0,13.0,1.296829971181556,76.9,3.0,23.1,204.0,589.0,192.0,6.0,0.25936599423631124,4.0,37.0,18.0,343.0,11.412103746397694,2.0,0.0,0.0,19.0,10.0,2.0,0.0,0.0,1.0,22.0,89.0,55.6,96.83544303797468,98.5200845665962,94.72573839662446,89.85200845665962,85.65400843881856,78.05907172995781,13.636363636363635,58.016877637130804,89.80891719745223,34.49367088607595,94.39746300211416,2.320675105485232,,,,,,,,,,,,,,,,836.3203220912535
Pierre-Emerick Aubameyang,GAB,29,Arsenal,30.3,2726,FW,721.0,1023.0,70.5,7985.0,2023.0,481.0,595.0,80.8,132.0,206.0,64.1,15.0,33.0,45.5,0.23110785033015405,0.22120322817314747,5.5,0.3,42.0,36.0,44.0,0.19809244314013205,88.0,2.7402787967718267,2.04,57.0,0.0,10.0,6.0,8.0,2.0,17.0,0.42,9.0,0.0,3.0,3.0,2.0,0.0,1.0234776228906823,57.0,40.7,3.27,1.33,0.19,0.47,14.6,2.0,4,5,0.987160674981658,25.8,0.19,0.1,0.2,27.0,20.0,7.0,11.0,9.0,8.0,23.5,26.0,38.0,36.0,12.0,38.0,28.0,0.0,0.7407407407407407,1454.0,24.0,108.0,560.0,804.0,203.0,1449.0,78.0,1.2215700660308144,47.4,41.0,52.6,846.0,5525.0,2982.0,116.0,2.2120322817314744,43.0,77.0,51.0,1136.0,10.597945707997065,1.0,0.0,0.0,26.0,32.0,68.0,1.0,0.0,0.0,95.0,48.0,30.2,96.41350210970464,70.61310782241014,98.94514767932489,77.80126849894292,80.59071729957806,47.257383966244724,66.17336152219873,54.641350210970465,85.45647558386412,64.45147679324894,28.118393234672308,65.18987341772153,,,,,,,,,,,,,,,,835.6520581388816
Alexandre Lacazette,FRA,27,Arsenal,27.8,2502,FW,732.0,1007.0,72.7,8692.0,2218.0,441.0,546.0,80.8,143.0,203.0,70.4,32.0,55.0,58.2,0.39568345323741005,0.16187050359712232,4.3,6.5,40.0,44.0,47.0,0.1079136690647482,114.0,4.028776978417266,3.2,76.0,0.0,19.0,7.0,8.0,2.0,21.0,0.6,14.0,0.0,4.0,1.0,2.0,0.0,0.6834532374100719,40.0,36.7,2.95,1.08,0.17,0.48,14.7,3.0,0,0,0.5323741007194245,14.8,0.15,3.2,3.2,42.0,24.0,7.0,22.0,13.0,6.0,18.2,27.0,35.0,34.0,17.0,58.0,37.0,0.0,0.5714285714285714,1440.0,39.0,113.0,523.0,820.0,226.0,1440.0,88.0,2.014388489208633,63.6,32.0,36.4,803.0,3743.0,1400.0,52.0,1.223021582733813,27.0,89.0,78.0,1112.0,11.58273381294964,4.0,1.0,0.0,71.0,31.0,33.0,1.0,0.0,0.0,92.0,54.0,31.6,86.49789029535864,93.44608879492601,85.0210970464135,60.676532769556026,86.07594936708861,74.89451476793249,47.35729386892177,78.05907172995781,86.62420382165605,45.042194092827,31.712473572938688,39.45147679324894,,,,,,,,,,,,,,,,814.8587869208257
Alex Iwobi,NGA,22,Arsenal,21.9,1970,FW,1009.0,1338.0,75.4,14737.0,4169.0,579.0,668.0,86.7,332.0,425.0,78.1,53.0,102.0,52.0,0.3654822335025381,0.434010152284264,8.1,-1.5,57.0,72.0,89.0,0.5025380710659898,195.0,5.756345177664975,4.49,116.0,1.0,3.0,4.0,2.0,0.0,14.0,0.5,14.0,0.0,0.0,0.0,0.0,0.0,0.27411167512690354,22.0,40.0,1.74,0.7,0.11,0.27,16.3,0.0,0,0,0.18730964467005073,4.1,0.09,0.9,0.9,36.0,20.0,13.0,19.0,4.0,11.0,30.6,25.0,24.0,22.0,15.0,49.0,16.0,1.0,0.5555555555555556,1698.0,19.0,163.0,670.0,884.0,155.0,1698.0,114.0,2.923857868020305,56.1,50.0,43.9,1193.0,8323.0,5093.0,168.0,4.751269035532995,71.0,101.0,67.0,1408.0,14.2994923857868,0.0,0.0,0.0,15.0,5.0,79.0,0.0,0.0,0.0,124.0,5.0,14.3,36.49789029535865,91.5433403805497,18.354430379746837,96.61733615221986,93.24894514767934,93.45991561181435,87.73784355179704,91.56118143459916,39.27813163481954,60.654008438818565,5.179704016913319,96.83544303797468,,,,,,,,,,,,,,,,810.9681700822911
Henrikh Mkhitaryan,ARM,29,Arsenal,18.2,1641,FW,993.0,1310.0,75.8,14325.0,4088.0,587.0,689.0,85.2,284.0,359.0,79.1,62.0,116.0,53.4,0.38391224862888484,0.5100548446069469,7.3,-2.3,47.0,90.0,46.0,0.3290676416819013,159.0,5.86837294332724,4.16,82.0,14.0,2.0,6.0,0.0,3.0,16.0,0.62,15.0,0.0,0.0,1.0,0.0,0.0,0.3290676416819013,20.0,29.9,2.39,0.71,0.09,0.3,18.8,3.0,0,0,0.3455210237659963,6.3,0.11,-0.3,-0.3,43.0,30.0,9.0,26.0,8.0,10.0,26.3,28.0,44.0,41.0,28.0,70.0,21.0,0.0,0.6976744186046512,1651.0,31.0,196.0,719.0,770.0,106.0,1651.0,67.0,1.425959780621572,38.8,41.0,61.2,835.0,5490.0,3010.0,101.0,3.5100548446069473,22.0,67.0,35.0,1151.0,11.023765996343693,3.0,0.0,0.0,41.0,6.0,108.0,0.0,0.0,0.0,163.0,26.0,48.1,44.40928270042194,92.60042283298098,54.008438818565395,99.15433403805497,82.70042194092827,94.72573839662446,78.64693446088795,61.39240506329114,45.43524416135881,19.303797468354432,81.18393234672304,89.24050632911393,,,,,,,,,,,,,,,,842.8014585573053
Marcus Rashford,ENG,20,Manchester United,25.9,2334,FW,710.0,967.0,73.4,9229.0,2143.0,432.0,515.0,83.9,174.0,235.0,74.0,34.0,89.0,38.2,0.30848329048843187,0.20822622107969152,4.0,2.6,46.0,40.0,29.0,0.2313624678663239,82.0,3.7789203084832907,2.89,66.0,5.0,12.0,7.0,7.0,1.0,14.0,0.41,8.0,0.0,4.0,2.0,0.0,0.0,0.5012853470437018,51.0,42.1,3.32,1.4,0.1,0.24,19.6,17.0,1,1,0.5282776349614396,12.9,0.11,-1.7,-1.9,32.0,20.0,6.0,14.0,12.0,9.0,23.7,29.0,35.0,35.0,5.0,37.0,34.0,0.0,0.625,1438.0,30.0,115.0,546.0,797.0,170.0,1437.0,103.0,1.8894601542416454,47.6,53.0,51.5,804.0,5145.0,2430.0,97.0,2.6992287917737787,56.0,106.0,68.0,1092.0,10.951156812339333,6.0,1.0,0.0,43.0,24.0,84.0,2.0,1.0,0.0,87.0,35.0,40.7,71.09704641350211,85.41226215644821,84.59915611814345,74.4186046511628,82.48945147679325,70.46413502109705,70.82452431289641,72.78481012658227,32.1656050955414,69.09282700421942,56.553911205073994,78.05907172995781,,,,,,,,,,,,,,,,847.9614053114182
Romelu Lukaku,BEL,25,Manchester United,23.7,2136,FW,451.0,713.0,63.3,5872.0,1267.0,259.0,354.0,73.2,102.0,182.0,56.0,26.0,54.0,48.1,0.12640449438202248,0.1053370786516854,3.1,0.5,25.0,40.0,27.0,0.12640449438202248,68.0,2.865168539325843,2.28,57.0,0.0,5.0,5.0,1.0,0.0,10.0,0.34,7.0,0.0,2.0,0.0,1.0,0.0,0.6320224719101123,39.0,53.4,2.16,1.16,0.21,0.38,11.3,1.0,0,0,0.5182584269662922,12.3,0.19,1.7,1.7,11.0,6.0,1.0,7.0,3.0,4.0,28.6,10.0,13.0,12.0,2.0,13.0,24.0,0.0,0.5454545454545454,951.0,29.0,53.0,402.0,500.0,136.0,951.0,51.0,1.2219101123595506,56.9,22.0,43.1,524.0,2775.0,1247.0,51.0,1.0112359550561798,26.0,62.0,57.0,770.0,10.23876404494382,5.0,0.0,0.0,27.0,32.0,56.0,1.0,0.0,0.0,40.0,111.0,53.1,81.64556962025317,44.18604651162791,83.75527426160338,37.420718816067655,78.48101265822784,50.0,53.06553911205074,54.85232067510548,66.87898089171973,95.14767932489451,89.32346723044398,31.0126582278481,,,,,,,,,,,,,,,,765.7692673298425
Jesse Lingard,ENG,25,Manchester United,18.5,1663,FW,786.0,933.0,84.2,10265.0,1872.0,450.0,502.0,89.6,233.0,269.0,86.6,27.0,46.0,58.7,0.16235718580877934,0.17318099819603128,2.6,-0.2,25.0,62.0,17.0,0.10823812387251955,71.0,3.9506915213469633,3.36,60.0,2.0,4.0,3.0,3.0,1.0,13.0,0.6,7.0,1.0,2.0,1.0,2.0,0.0,0.27059530968129886,15.0,40.5,1.52,0.62,0.11,0.27,18.4,0.0,1,1,0.2597714972940469,4.0,0.12,-0.8,-1.0,33.0,22.0,9.0,13.0,11.0,8.0,23.5,26.0,25.0,23.0,11.0,43.0,9.0,1.0,0.6666666666666666,1148.0,12.0,80.0,605.0,478.0,57.0,1147.0,35.0,0.8117859290438966,42.9,20.0,57.1,636.0,3580.0,1716.0,48.0,3.0306674684305475,6.0,48.0,23.0,893.0,7.08959711365003,6.0,0.0,0.0,38.0,10.0,20.0,2.0,0.0,0.0,76.0,5.0,14.7,36.075949367088604,56.448202959830866,34.59915611814346,64.90486257928119,41.77215189873418,74.0506329113924,47.56871035940804,34.59915611814346,39.27813163481954,63.50210970464135,5.708245243128964,82.91139240506328,,,,,,,,,,,,,,,,581.4187012996754
Anthony Martial,FRA,22,Manchester United,18.0,1621,FW,758.0,985.0,77.0,8981.0,2421.0,514.0,599.0,85.8,175.0,232.0,75.4,11.0,28.0,39.3,0.11104256631708823,0.19432449105490437,3.7,-1.5,45.0,51.0,38.0,0.16656384947563233,89.0,4.885872917951882,3.72,66.0,0.0,9.0,4.0,9.0,0.0,13.0,0.55,7.0,0.0,3.0,1.0,2.0,0.0,0.6662553979025293,25.0,44.6,2.14,0.95,0.2,0.44,16.7,0.0,1,1,0.3997532387415176,6.4,0.14,3.8,3.6,13.0,11.0,3.0,8.0,2.0,3.0,23.1,10.0,16.0,16.0,4.0,17.0,12.0,0.0,0.8461538461538461,1256.0,13.0,95.0,507.0,670.0,152.0,1255.0,88.0,2.442936458975941,50.0,44.0,50.0,831.0,6024.0,3757.0,141.0,4.996915484268969,68.0,62.0,55.0,1061.0,14.935225169648366,3.0,0.0,0.0,21.0,9.0,47.0,2.0,0.0,0.0,90.0,20.0,45.5,85.23206751054853,37.9492600422833,64.34599156118144,70.82452431289641,94.72573839662446,86.07594936708861,60.887949260042284,86.49789029535864,82.05944798301486,79.53586497890295,74.1014799154334,97.67932489451476,,,,,,,,,,,,,,,,919.9154885178897
