Player,Club,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Ander Herrera,Manchester United,ESP,MF,28.0,20.9,44.0,2.52,37.0,1.0,1.0,1.0,3.0,1.0,6.0,0.34,6.0,0.0,0.0,0.0,0.0,0.0
Juan Mata,Manchester United,ESP,"MF,FW",30.0,19.7,70.0,4.02,55.0,7.0,2.0,2.0,4.0,0.0,7.0,0.4,5.0,0.0,0.0,0.0,2.0,0.0
Phil Jones,Manchester United,ENG,DF,26.0,19.4,6.0,0.35,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,Manchester United,BRA,MF,25.0,18.0,41.0,2.46,33.0,5.0,0.0,1.0,2.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,Manchester United,POR,"DF,MF",19.0,17.3,33.0,2.36,23.0,2.0,4.0,4.0,0.0,0.0,3.0,0.21,2.0,0.0,0.0,1.0,0.0,0.0
Alexis Sánchez,Manchester United,CHI,FW,29.0,13.8,53.0,4.38,38.0,1.0,5.0,3.0,6.0,0.0,6.0,0.5,4.0,0.0,0.0,2.0,0.0,0.0
Scott McTominay,Manchester United,SCO,MF,21.0,13.7,12.0,0.95,7.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bailly,Manchester United,CIV,DF,24.0,12.8,4.0,0.38,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane Fellaini,Manchester United,BEL,MF,30.0,12.7,21.0,1.79,15.0,1.0,0.0,1.0,3.0,1.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0
Andreas Pereira,Manchester United,BRA,"MF,FW",22.0,10.2,30.0,3.42,26.0,1.0,1.0,1.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Antonio Valencia,Manchester United,ECU,DF,32.0,8.0,18.0,2.26,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,Manchester United,ITA,"DF,MF",28.0,5.9,2.0,0.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Romero,Manchester United,ARG,GK,31.0,5.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Rojo,Manchester United,ARG,DF,28.0,2.9,3.0,1.05,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0
Mason Greenwood,Manchester United,ENG,MF,16.0,1.3,8.0,5.95,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahith Chong,Manchester United,NED,MF,18.0,0.9,3.0,5.51,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Grant,Manchester United,ENG,GK,35.0,0.6,,,,,,,,,,,,,,,,
Conor Coady,Wolverhampton Wanderers,ENG,DF,25.0,46.7,20.0,0.53,19.0,0.0,0.0,0.0,0.0,1.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Matt Doherty,Wolverhampton Wanderers,IRL,"DF,MF",26.0,41.3,95.0,2.72,70.0,6.0,3.0,8.0,6.0,2.0,10.0,0.29,7.0,0.0,1.0,0.0,2.0,0.0
Willy Boly,Wolverhampton Wanderers,CIV,DF,27.0,40.5,29.0,0.82,25.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,27.0,39.3,89.0,2.57,70.0,0.0,8.0,7.0,3.0,1.0,11.0,0.32,9.0,0.0,0.0,1.0,1.0,0.0
Ryan Bennett,Wolverhampton Wanderers,ENG,DF,28.0,38.9,26.0,0.76,19.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Moutinho,Wolverhampton Wanderers,POR,MF,31.0,38.2,141.0,4.18,90.0,46.0,0.0,1.0,1.0,3.0,15.0,0.45,9.0,6.0,0.0,0.0,0.0,0.0
Rúben Neves,Wolverhampton Wanderers,POR,MF,21.0,37.5,67.0,2.01,59.0,1.0,1.0,6.0,0.0,0.0,9.0,0.27,9.0,0.0,0.0,0.0,0.0,0.0
Rui Patrício,Wolverhampton Wanderers,POR,GK,30.0,37.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Castro,Wolverhampton Wanderers,ESP,"DF,MF",24.0,36.6,70.0,2.27,49.0,1.0,9.0,3.0,5.0,3.0,7.0,0.23,2.0,0.0,1.0,1.0,3.0,0.0
Diogo Jota,Wolverhampton Wanderers,POR,"FW,MF",21.0,29.4,89.0,3.4,53.0,1.0,12.0,10.0,13.0,0.0,11.0,0.42,5.0,0.0,1.0,3.0,2.0,0.0
Leander Dendoncker,Wolverhampton Wanderers,BEL,MF,23.0,23.6,27.0,1.66,22.0,0.0,1.0,3.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Romain Saïss,Wolverhampton Wanderers,MAR,"MF,DF",28.0,20.4,13.0,1.02,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hélder Costa,Wolverhampton Wanderers,ANG,"FW,MF",24.0,17.0,38.0,2.55,26.0,2.0,5.0,0.0,4.0,1.0,4.0,0.27,4.0,0.0,0.0,0.0,0.0,0.0
Adama Traoré,Wolverhampton Wanderers,ESP,"FW,MF",22.0,14.5,43.0,4.29,27.0,0.0,10.0,3.0,3.0,0.0,2.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0
Morgan Gibbs-White,Wolverhampton Wanderers,ENG,"MF,FW",18.0,11.6,18.0,2.45,14.0,3.0,1.0,0.0,0.0,0.0,3.0,0.41,2.0,0.0,1.0,0.0,0.0,0.0
Rúben Vinagre,Wolverhampton Wanderers,POR,"DF,MF",19.0,11.4,21.0,2.66,14.0,2.0,1.0,1.0,3.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Ivan Cavaleiro,Wolverhampton Wanderers,POR,"FW,MF",24.0,11.1,33.0,4.28,28.0,3.0,2.0,0.0,0.0,0.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0
John Ruddy,Wolverhampton Wanderers,ENG,GK,31.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Bonatini,Wolverhampton Wanderers,BRA,FW,24.0,3.3,8.0,5.33,7.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Kortney Hause,Wolverhampton Wanderers,ENG,DF,23.0,2.3,,,,,,,,,,,,,,,,
Ryan John Giles,Wolverhampton Wanderers,ENG,"DF,MF",18.0,0.8,,,,,,,,,,,,,,,,
Elliot Watt,Wolverhampton Wanderers,SCO,MF,18.0,0.7,,,,,,,,,,,,,,,,
Bernard Ashley-Seal,Wolverhampton Wanderers,ENG,FW,19.0,0.5,,,,,,,,,,,,,,,,
Pedro Gonçalves,Wolverhampton Wanderers,POR,MF,22.0,0.3,,,,,,,,,,,,,,,,
Niall Ennis,Wolverhampton Wanderers,ENG,FW,19.0,0.0,,,,,,,,,,,,,,,,
Jordan Pickford,Everton,ENG,GK,24.0,40.0,6.0,0.16,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi Sigurðsson,Everton,ISL,MF,28.0,37.2,151.0,4.36,88.0,36.0,9.0,10.0,7.0,1.0,15.0,0.43,10.0,1.0,1.0,3.0,0.0,0.0
Michael Keane,Everton,ENG,DF,25.0,35.3,21.0,0.64,17.0,0.0,0.0,3.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Lucas Digne,Everton,FRA,DF,25.0,34.9,111.0,3.37,63.0,40.0,2.0,4.0,0.0,2.0,9.0,0.27,6.0,2.0,0.0,1.0,0.0,0.0
Idrissa Gana Gueye,Everton,SEN,MF,28.0,33.4,61.0,1.95,51.0,0.0,3.0,4.0,2.0,1.0,8.0,0.26,7.0,0.0,1.0,0.0,0.0,0.0
Kurt Zouma,Everton,FRA,DF,23.0,32.9,18.0,0.62,15.0,0.0,1.0,2.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Richarlison,Everton,BRA,"FW,MF",21.0,31.4,86.0,2.9,49.0,0.0,8.0,13.0,15.0,1.0,11.0,0.37,4.0,0.0,2.0,3.0,2.0,0.0
Séamus Coleman,Everton,IRL,DF,29.0,29.4,49.0,1.72,41.0,2.0,3.0,1.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Bernard,Everton,BRA,"FW,MF",25.0,25.8,84.0,3.57,63.0,1.0,10.0,2.0,6.0,2.0,13.0,0.55,9.0,0.0,3.0,1.0,0.0,0.0
Theo Walcott,Everton,ENG,"FW,MF",29.0,24.4,57.0,2.42,38.0,1.0,1.0,7.0,10.0,0.0,6.0,0.25,4.0,1.0,0.0,1.0,0.0,0.0
André Gomes,Everton,POR,MF,25.0,23.5,46.0,2.09,34.0,0.0,7.0,3.0,2.0,0.0,2.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0
Dominic Calvert-Lewin,Everton,ENG,FW,21.0,22.0,35.0,1.77,22.0,0.0,4.0,5.0,4.0,0.0,5.0,0.25,2.0,0.0,0.0,2.0,1.0,0.0
Cenk Tosun,Everton,TUR,FW,27.0,14.1,28.0,2.38,17.0,0.0,1.0,4.0,5.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
Tom Davies,Everton,ENG,MF,20.0,13.7,12.0,1.1,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Jonjoe Kenny,Everton,ENG,DF,21.0,12.1,16.0,1.82,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0
Yerry Mina,Everton,COL,DF,23.0,11.4,6.0,0.61,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Morgan Schneiderlin,Everton,FRA,MF,28.0,10.2,15.0,1.62,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Ademola Lookman,Everton,NGA,"FW,MF",20.0,9.4,27.0,3.93,17.0,0.0,7.0,2.0,1.0,0.0,6.0,0.87,5.0,0.0,0.0,1.0,0.0,0.0
Leighton Baines,Everton,ENG,DF,33.0,6.5,10.0,2.4,3.0,6.0,0.0,1.0,0.0,0.0,2.0,0.48,1.0,1.0,0.0,0.0,0.0,0.0
Mason Holgate,Everton,ENG,DF,21.0,5.5,4.0,0.88,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jagielka,Everton,ENG,DF,35.0,3.7,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar Niasse,Everton,SEN,FW,28.0,2.3,1.0,1.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maarten Stekelenburg,Everton,NED,GK,35.0,2.3,,,,,,,,,,,,,,,,
Kieran Dowell,Everton,ENG,"FW,MF",20.0,1.5,,,,,,,,,,,,,,,,
Wilfred Ndidi,Leicester City,NGA,MF,21.0,39.3,64.0,1.75,59.0,0.0,1.0,2.0,0.0,2.0,5.0,0.14,4.0,0.0,0.0,1.0,0.0,0.0
Kasper Schmeichel,Leicester City,DEN,GK,31.0,38.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Pereira,Leicester City,POR,"DF,FW",24.0,36.5,86.0,2.48,56.0,5.0,11.0,5.0,6.0,3.0,14.0,0.4,10.0,0.0,3.0,0.0,1.0,0.0
Ben Chilwell,Leicester City,ENG,DF,21.0,36.0,91.0,2.53,63.0,12.0,9.0,2.0,2.0,3.0,8.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0
James Maddison,Leicester City,ENG,"MF,FW",21.0,32.7,190.0,6.04,87.0,54.0,13.0,10.0,25.0,1.0,13.0,0.41,9.0,2.0,1.0,0.0,1.0,0.0
Jamie Vardy,Leicester City,ENG,FW,31.0,32.3,59.0,1.95,41.0,1.0,4.0,7.0,6.0,0.0,9.0,0.3,4.0,0.0,1.0,1.0,3.0,0.0
Harry Maguire,Leicester City,ENG,DF,25.0,30.2,45.0,1.56,34.0,2.0,2.0,5.0,1.0,1.0,4.0,0.14,2.0,1.0,0.0,1.0,0.0,0.0
Jonny Evans,Leicester City,NIR,DF,30.0,26.8,12.0,0.54,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Demarai Gray,Leicester City,JAM,"FW,MF",22.0,26.2,55.0,2.49,35.0,1.0,8.0,6.0,4.0,1.0,6.0,0.27,4.0,0.0,1.0,0.0,1.0,0.0
Wes Morgan,Leicester City,JAM,DF,34.0,24.4,14.0,0.65,10.0,0.0,0.0,3.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Nampalys Mendy,Leicester City,SEN,MF,26.0,23.9,21.0,0.9,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.09,0.0,0.0,0.0,0.0,2.0,0.0
Marc Albrighton,Leicester City,ENG,"FW,MF",28.0,22.5,47.0,2.6,37.0,4.0,3.0,3.0,0.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0
Kelechi Iheanacho,Leicester City,NGA,"FW,MF",21.0,14.2,23.0,2.2,21.0,0.0,0.0,0.0,2.0,0.0,7.0,0.67,6.0,0.0,0.0,0.0,1.0,0.0
Youri Tielemans,Leicester City,BEL,MF,21.0,12.1,39.0,3.23,36.0,0.0,0.0,2.0,1.0,0.0,6.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0
Rachid Ghezzal,Leicester City,ALG,"FW,MF",26.0,12.0,44.0,5.33,32.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,Leicester City,ENG,"MF,FW",20.0,11.2,50.0,4.48,36.0,0.0,9.0,5.0,0.0,0.0,4.0,0.36,2.0,0.0,1.0,1.0,0.0,0.0
Hamza Choudhury,Leicester City,ENG,MF,20.0,9.4,15.0,2.27,11.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,Leicester City,AUT,DF,32.0,8.3,11.0,4.78,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Amartey,Leicester City,GHA,DF,23.0,8.1,11.0,1.55,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çağlar Söyüncü,Leicester City,TUR,DF,22.0,6.8,1.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Simpson,Leicester City,ENG,DF,31.0,6.6,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,Leicester City,JPN,"MF,FW",32.0,6.0,11.0,3.44,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0
Danny Ward,Leicester City,WAL,GK,25.0,6.0,,,,,,,,,,,,,,,,
Vicente Iborra,Leicester City,ESP,MF,30.0,5.5,2.0,0.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Silva,Leicester City,POR,MF,29.0,3.6,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fousseni Diabaté,Leicester City,MLI,FW,22.0,1.6,2.0,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty James,Leicester City,ENG,MF,27.0,0.8,,,,,,,,,,,,,,,,
Łukasz Fabiański,West Ham United,POL,GK,33.0,38.0,5.0,0.13,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issa Diop,West Ham United,FRA,DF,21.0,38.0,7.0,0.21,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Declan Rice,West Ham United,ENG,MF,19.0,37.3,35.0,1.05,30.0,0.0,1.0,2.0,0.0,2.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,West Ham United,BRA,"MF,FW",25.0,35.4,139.0,4.11,95.0,17.0,11.0,5.0,7.0,4.0,15.0,0.44,10.0,0.0,3.0,2.0,0.0,0.0
Robert Snodgrass,West Ham United,SCO,MF,30.0,28.5,103.0,4.18,50.0,42.0,2.0,6.0,3.0,0.0,12.0,0.49,9.0,3.0,0.0,0.0,0.0,0.0
Michail Antonio,West Ham United,JAM,"MF,FW",28.0,27.1,64.0,2.74,40.0,0.0,9.0,8.0,5.0,2.0,10.0,0.43,5.0,0.0,1.0,2.0,2.0,0.0
Mark Noble,West Ham United,ENG,MF,31.0,26.5,64.0,2.51,55.0,2.0,1.0,1.0,3.0,2.0,12.0,0.47,10.0,0.0,1.0,0.0,0.0,1.0
Angelo Ogbonna,West Ham United,ITA,DF,30.0,25.8,16.0,0.77,9.0,0.0,0.0,4.0,1.0,2.0,2.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0
Pablo Zabaleta,West Ham United,ARG,DF,33.0,24.2,22.0,0.95,16.0,3.0,0.0,1.0,2.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautović,West Ham United,AUT,FW,29.0,22.7,66.0,2.99,52.0,0.0,5.0,7.0,2.0,0.0,8.0,0.36,7.0,0.0,0.0,1.0,0.0,0.0
Arthur Masuaku,West Ham United,COD,DF,24.0,22.6,35.0,1.79,31.0,1.0,1.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Fabián Balbuena,West Ham United,PAR,DF,26.0,22.4,12.0,0.54,7.0,0.0,0.0,5.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
Aaron Cresswell,West Ham United,ENG,DF,28.0,19.7,35.0,1.98,24.0,6.0,0.0,3.0,1.0,1.0,3.0,0.17,1.0,2.0,0.0,0.0,0.0,0.0
Javier Hernández,West Ham United,MEX,FW,30.0,17.5,19.0,1.28,12.0,0.0,2.0,2.0,3.0,0.0,3.0,0.2,1.0,0.0,0.0,0.0,2.0,0.0
Pedro Obiang,West Ham United,EQG,MF,26.0,15.7,18.0,1.44,17.0,0.0,0.0,1.0,0.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0
Ryan Fredericks,West Ham United,ENG,DF,25.0,14.6,14.0,1.16,8.0,2.0,2.0,1.0,1.0,0.0,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0
Grady Diangana,West Ham United,COD,"MF,FW",20.0,10.3,28.0,4.14,20.0,2.0,3.0,1.0,2.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Lucas Pérez,West Ham United,ESP,"FW,MF",29.0,8.0,15.0,2.84,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,West Ham United,ARG,MF,25.0,7.6,18.0,2.36,11.0,0.0,2.0,3.0,2.0,0.0,3.0,0.39,1.0,0.0,0.0,1.0,1.0,0.0
Andy Carroll,West Ham United,ENG,FW,29.0,6.4,12.0,2.34,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,West Ham United,UKR,"MF,FW",28.0,6.1,12.0,2.35,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián,West Ham United,ESP,GK,31.0,5.0,,,,,,,,,,,,,,,,
Jack Wilshere,West Ham United,ENG,MF,26.0,4.4,10.0,2.3,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
Samir Nasri,West Ham United,FRA,MF,31.0,3.4,14.0,5.14,12.0,0.0,1.0,0.0,1.0,0.0,3.0,1.1,2.0,0.0,1.0,0.0,0.0,0.0
Carlos Sánchez,West Ham United,COL,MF,32.0,2.8,7.0,2.57,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xande Silva,West Ham United,POR,FW,21.0,1.1,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,West Ham United,ENG,DF,18.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Cathcart,Watford,NIR,DF,29.0,40.1,7.0,0.2,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.09,1.0,0.0,0.0,1.0,1.0,0.0
Ben Foster,Watford,ENG,GK,35.0,38.0,9.0,0.24,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,Watford,MLI,MF,25.0,37.6,83.0,2.44,72.0,2.0,4.0,5.0,0.0,0.0,9.0,0.26,5.0,1.0,1.0,2.0,0.0,0.0
Étienne Capoue,Watford,FRA,MF,30.0,37.6,42.0,1.28,32.0,0.0,2.0,2.0,4.0,2.0,7.0,0.21,5.0,0.0,1.0,0.0,0.0,1.0
Roberto Pereyra,Watford,ARG,MF,27.0,34.3,84.0,2.69,62.0,5.0,7.0,3.0,7.0,0.0,8.0,0.26,4.0,1.0,2.0,0.0,1.0,0.0
Troy Deeney,Watford,ENG,FW,30.0,32.8,76.0,2.69,60.0,0.0,1.0,8.0,6.0,1.0,7.0,0.25,6.0,0.0,0.0,1.0,0.0,0.0
Will Hughes,Watford,ENG,MF,23.0,32.8,67.0,2.49,47.0,1.0,1.0,5.0,11.0,2.0,7.0,0.26,5.0,0.0,0.0,0.0,2.0,0.0
José Holebas,Watford,GRE,DF,34.0,30.2,61.0,2.29,23.0,35.0,2.0,0.0,0.0,1.0,9.0,0.34,3.0,3.0,2.0,0.0,0.0,1.0
Kiko Femenía,Watford,ESP,DF,27.0,27.7,35.0,1.54,28.0,4.0,1.0,0.0,2.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Adrian Mariappa,Watford,JAM,DF,31.0,27.3,14.0,0.65,8.0,1.0,0.0,5.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Gerard Deulofeu,Watford,ESP,"FW,MF",24.0,25.2,87.0,3.79,64.0,3.0,16.0,1.0,1.0,2.0,17.0,0.74,7.0,2.0,8.0,0.0,0.0,0.0
Daryl Janmaat,Watford,NED,DF,29.0,20.0,27.0,1.6,23.0,0.0,4.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Christian Kabasele,Watford,BEL,DF,27.0,18.7,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Gray,Watford,JAM,FW,27.0,18.5,34.0,2.24,25.0,0.0,2.0,5.0,2.0,0.0,5.0,0.33,3.0,0.0,1.0,1.0,0.0,0.0
Adam Masina,Watford,MAR,DF,24.0,16.2,8.0,0.72,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Success,Watford,NGA,"FW,MF",22.0,16.1,41.0,3.51,28.0,0.0,2.0,1.0,8.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Ken Sema,Watford,SWE,"MF,FW",24.0,11.1,22.0,2.63,15.0,0.0,4.0,3.0,0.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
Heurelho Gomes,Watford,BRA,GK,37.0,8.7,,,,,,,,,,,,,,,,
Domingos Quina,Watford,POR,MF,18.0,8.1,9.0,2.4,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Cleverley,Watford,ENG,MF,28.0,7.5,7.0,1.32,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Chalobah,Watford,ENG,MF,23.0,7.2,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Britos,Watford,URU,DF,33.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Wilmot,Watford,ENG,"MF,DF",18.0,4.6,1.0,3.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Navarro,Watford,ESP,DF,23.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prödl,Watford,AUT,DF,31.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojević,Crystal Palace,SRB,MF,27.0,40.4,115.0,3.03,62.0,39.0,0.0,6.0,3.0,5.0,7.0,0.18,5.0,2.0,0.0,0.0,0.0,0.0
Andros Townsend,Crystal Palace,ENG,"FW,MF",27.0,39.5,145.0,4.34,107.0,8.0,14.0,5.0,9.0,2.0,11.0,0.33,9.0,0.0,0.0,1.0,1.0,0.0
Aaron Wan-Bissaka,Crystal Palace,ENG,DF,20.0,38.6,48.0,1.38,35.0,4.0,7.0,1.0,0.0,1.0,7.0,0.2,4.0,1.0,1.0,1.0,0.0,0.0
Patrick van Aanholt,Crystal Palace,NED,DF,27.0,38.4,86.0,2.42,67.0,8.0,2.0,7.0,2.0,0.0,6.0,0.17,4.0,1.0,0.0,1.0,0.0,0.0
Wilfried Zaha,Crystal Palace,CIV,FW,25.0,35.7,143.0,4.24,93.0,0.0,20.0,12.0,17.0,1.0,20.0,0.59,9.0,0.0,5.0,0.0,6.0,0.0
James McArthur,Crystal Palace,SCO,MF,30.0,35.0,73.0,2.15,62.0,2.0,1.0,4.0,4.0,0.0,11.0,0.32,7.0,1.0,0.0,1.0,2.0,0.0
James Tomkins,Crystal Palace,ENG,DF,29.0,29.4,16.0,0.56,14.0,1.0,0.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
